iteration,L2O_q25,L2O_q50,L2O_q75
1,1.0,1.0,1.0
2,0.3183865547180176,0.44945530593395233,0.6488395780324936
3,0.1506592407822609,0.2176087498664856,0.343183770775795
4,0.0742463618516922,0.11822767555713654,0.2046557515859604
5,0.04732645861804485,0.08209630474448204,0.1474590189754963
6,0.0321574117988348,0.05927039869129658,0.11372511647641659
7,0.026655969209969044,0.05220433883368969,0.10570785216987133
8,0.024380273185670376,0.04748592898249626,0.10070576146245003
9,0.023166688159108162,0.045336341485381126,0.10548948124051094
10,0.020985500887036324,0.04027155041694641,0.08251064084470272
11,0.021384925581514835,0.04387063719332218,0.09618986211717129
12,0.01972058927640319,0.04351296275854111,0.09031981229782104
13,0.020952500868588686,0.040429240092635155,0.08670961670577526
14,0.01858253264799714,0.03907228633761406,0.0872209444642067
15,0.019437009934335947,0.04259033314883709,0.09018021076917648
16,0.018318344838917255,0.037865618243813515,0.08527442626655102
17,0.020166373811662197,0.03979691118001938,0.08920016512274742
18,0.0183659247122705,0.03765132836997509,0.08751117624342442
19,0.01945317443460226,0.04004356451332569,0.0856576319783926
20,0.017671157605946064,0.036498984321951866,0.08290479332208633
21,0.019602862186729908,0.03920302167534828,0.0874608289450407
22,0.018196776509284973,0.03614993579685688,0.08431700617074966
23,0.019088320434093475,0.03861105814576149,0.08675630949437618
24,0.018896620254963636,0.03959260508418083,0.08859947137534618
25,0.0187289253808558,0.040017446503043175,0.09189282543957233
26,0.01897111488506198,0.039515770971775055,0.08332887105643749
27,0.01827181503176689,0.03854954056441784,0.09130444377660751
28,0.018379611428827047,0.038577975705266,0.08872183971107006
29,0.020604957826435566,0.04057838022708893,0.08926695957779884
30,0.01965859578922391,0.037651680409908295,0.08531985990703106
31,0.01944539090618491,0.041346149519085884,0.09170944802463055
32,0.01970016909763217,0.038974205031991005,0.08522560261189938
33,0.020871291868388653,0.03984319791197777,0.0864937100559473
34,0.01997119141742587,0.04061737656593323,0.08699113875627518
35,0.021959849167615175,0.04180159792304039,0.08433602191507816
36,0.019518534652888775,0.03978889249265194,0.09002683497965336
37,0.020908594131469727,0.04208153672516346,0.08730563707649708
38,0.019454140681773424,0.04149240627884865,0.08715388365089893
39,0.021473800763487816,0.041258784011006355,0.08891068398952484
40,0.020772123243659735,0.042750028893351555,0.09219287894666195
41,0.02198256552219391,0.04069709591567516,0.09042217209935188
42,0.02071082405745983,0.04398253187537193,0.088843809440732
43,0.022241452243179083,0.042640503495931625,0.09077866189181805
44,0.02076264936476946,0.04189879447221756,0.09066873602569103
45,0.022372616454958916,0.043028607964515686,0.09134452603757381
