iteration,L2O_q25,L2O_q50,L2O_q75
1,1.0,1.0,1.0
2,0.5870594382286072,0.6524724662303925,0.7096024304628372
3,0.328865222632885,0.40937794744968414,0.49351590126752853
4,0.17426180839538574,0.2459825649857521,0.3338267281651497
5,0.0963030718266964,0.15266099572181702,0.22486795112490654
6,0.059847019612789154,0.09483477473258972,0.1481514424085617
7,0.03886710945516825,0.06484541669487953,0.10298800282180309
8,0.030435670167207718,0.04924600012600422,0.07616442255675793
9,0.023588639684021473,0.03813396766781807,0.059913511388003826
10,0.01978393318131566,0.032923661172389984,0.052276913076639175
11,0.016831870190799236,0.02781690936535597,0.046129241585731506
12,0.015579818282276392,0.026019861921668053,0.0417441688477993
13,0.014471015660092235,0.023897086270153522,0.040590787306427956
14,0.013491920661181211,0.023020535707473755,0.036803457885980606
15,0.012796256691217422,0.022166332229971886,0.03756343014538288
16,0.012269569095224142,0.02152084279805422,0.036329456605017185
17,0.011744580697268248,0.020711584948003292,0.03470695670694113
18,0.01209189766086638,0.02076553925871849,0.03617703448981047
19,0.011273042298853397,0.02044855523854494,0.0335775651037693
20,0.01154126855544746,0.020418603904545307,0.03421912156045437
21,0.010948724579066038,0.019391062669456005,0.034231383353471756
22,0.011201733024790883,0.020208715461194515,0.03415971715003252
23,0.010838916990906,0.019528119824826717,0.03361527435481548
24,0.011013194685801864,0.019932693801820278,0.03193203639239073
25,0.010700002778321505,0.019255860708653927,0.032328168861567974
26,0.010751387337222695,0.020063486881554127,0.032816759310662746
27,0.010577530367299914,0.01914151944220066,0.033367191441357136
28,0.0103805644903332,0.019470874220132828,0.03337439242750406
29,0.010205315425992012,0.019279126077890396,0.032102751545608044
30,0.01020339084789157,0.019716776907444,0.03408394940197468
31,0.010582832619547844,0.019262817688286304,0.033355994150042534
32,0.010298409499228,0.01892099715769291,0.032438709400594234
33,0.010036782827228308,0.018956730142235756,0.032575990073382854
34,0.01040608063340187,0.019038532860577106,0.03212597779929638
35,0.010246350662782788,0.018447397276759148,0.031838612630963326
36,0.010560345835983753,0.01851234771311283,0.03267372585833073
37,0.009642655961215496,0.019067201763391495,0.03207526635378599
38,0.011175914900377393,0.019634181633591652,0.032587992027401924
39,0.00957054179161787,0.019087406806647778,0.032447896897792816
40,0.010377975413575768,0.019162052311003208,0.032050419598817825
41,0.01010398636572063,0.018851752392947674,0.033028786070644855
42,0.01014512637630105,0.018949516117572784,0.032363767735660076
43,0.010543435579165816,0.018774792551994324,0.03244104981422424
44,0.010017885128036141,0.018990998156368732,0.032302058301866055
45,0.009960970841348171,0.018761729821562767,0.03211473673582077
46,0.009983580326661468,0.018874961882829666,0.03314205352216959
47,0.010134808719158173,0.019056765362620354,0.031768785789608955
48,0.009619457414373755,0.018941327929496765,0.033339847810566425
49,0.010429757181555033,0.01874737348407507,0.03196613863110542
50,0.009853673866018653,0.018417789600789547,0.03264113236218691
51,0.010277909459546208,0.018559186719357967,0.032456206157803535
52,0.00959300110116601,0.019460614770650864,0.03223119396716356
53,0.010255339788272977,0.01846788264811039,0.03175015188753605
54,0.009320331970229745,0.01849966775625944,0.03135163988918066
55,0.00966345309279859,0.018851904198527336,0.031012806575745344
56,0.010068956762552261,0.018964329734444618,0.03195901867002249
57,0.009916983777657151,0.01866106502711773,0.03192788828164339
58,0.010313214035704732,0.01912045292556286,0.032714007422327995
59,0.01009740075096488,0.019121089950203896,0.032072569243609905
60,0.009696024237200618,0.01866662222892046,0.032614815980196
61,0.010114694014191628,0.01917298696935177,0.032593222334980965
62,0.010395509889349341,0.01894880086183548,0.03218194842338562
63,0.010463779093697667,0.019093777984380722,0.03229536861181259
64,0.01094948616810143,0.01965085230767727,0.03392177168279886
65,0.010553662898018956,0.019316219724714756,0.03247225750237703
66,0.010953130898997188,0.019786125980317593,0.03316813427954912
67,0.010065819369629025,0.019346600398421288,0.0328260762616992
68,0.010612488025799394,0.019785196520388126,0.033473298884928226
69,0.010407393332570791,0.01902792602777481,0.032694404013454914
70,0.010795877780765295,0.0196621585637331,0.034435748122632504
71,0.010494002606719732,0.018670503981411457,0.03334376495331526
72,0.01068967510946095,0.019402877427637577,0.03293738607317209
73,0.010773486224934459,0.01950049214065075,0.03317886870354414
74,0.010311117395758629,0.018462173640727997,0.03205876797437668
75,0.01065887976437807,0.019387858919799328,0.03339748736470938
76,0.009926523780450225,0.019172808155417442,0.03405808284878731
77,0.01068165642209351,0.0198237132281065,0.03359042480587959
78,0.009635928086936474,0.019982893019914627,0.033082970418035984
79,0.010783770820125937,0.019453096203505993,0.032460798509418964
80,0.00957271154038608,0.019965033046901226,0.03374594822525978
81,0.011256932048127055,0.019729980267584324,0.03327004425227642
82,0.009925260674208403,0.02007575798779726,0.03354692831635475
83,0.011432018829509616,0.019950920715928078,0.033498313277959824
84,0.009881626581773162,0.019318902865052223,0.033487324602901936
85,0.010997357545420527,0.02053389698266983,0.03410985600203276
86,0.010249482467770576,0.019094918854534626,0.03296562843024731
87,0.010566619923338294,0.01983537245541811,0.03408418595790863
88,0.01049420377239585,0.019748954102396965,0.033718571066856384
89,0.011123240925371647,0.02056894823908806,0.035361504182219505
90,0.010583333671092987,0.019861931912600994,0.03263806365430355
91,0.01140816556289792,0.020030567422509193,0.03500954061746597
92,0.01035589980892837,0.019952754490077496,0.032781416550278664
93,0.011309257009997964,0.02059825323522091,0.035507326014339924
94,0.010500242002308369,0.019690235145390034,0.03248838521540165
95,0.011074013076722622,0.020314885303378105,0.035625873133540154
96,0.010657985461875796,0.019146446138620377,0.03285619243979454
97,0.010751681169494987,0.02027359139174223,0.034708729945123196
98,0.01073830877430737,0.019406668841838837,0.03259784355759621
99,0.01094121322967112,0.01980654615908861,0.03551579359918833
100,0.01057789521291852,0.01957903616130352,0.03263345826417208
