iteration,Adam(lr=0.0001)_q25,Adam(lr=0.0001)_q50,Adam(lr=0.0001)_q75,Adam(lr=0.001)_q25,Adam(lr=0.001)_q50,Adam(lr=0.001)_q75,Adam(lr=0.01)_q25,Adam(lr=0.01)_q50,Adam(lr=0.01)_q75,Adam(lr=0.1)_q25,Adam(lr=0.1)_q50,Adam(lr=0.1)_q75,Adam(lr=1.0)_q25,Adam(lr=1.0)_q50,Adam(lr=1.0)_q75,Adam(lr=10.0)_q25,Adam(lr=10.0)_q50,Adam(lr=10.0)_q75,BFGS_q25,BFGS_q50,BFGS_q75
21,0.9940554946660995,0.9952649474143982,0.9961130619049072,0.9416962713003159,0.9535522758960724,0.9617752730846405,0.5334749519824982,0.6103116273880005,0.6690039485692978,0.03674238454550505,0.05098229460418224,0.06501416489481926,0.03908461146056652,0.05921721272170544,0.08404686860740185,7.194400310516357,11.694979667663574,19.29345417022705,9.90429471000696e-17,1.95290722331265e-05,0.00015638799595762976
22,0.9937590956687927,0.9950287640094757,0.9959190040826797,0.9388459771871567,0.9512709379196167,0.9598929584026337,0.5167385339736938,0.5948780477046967,0.6553821861743927,0.033259036019444466,0.04622509516775608,0.0582036767154932,0.034155795350670815,0.04882805421948433,0.0702422671020031,6.640605211257935,11.585268497467041,21.26274871826172,2.226130339552501e-19,1.2387958577164682e-05,0.00011444875963206869
23,0.9934628754854202,0.9947924911975861,0.9957250654697418,0.936006173491478,0.948995053768158,0.9580090343952179,0.5009413808584213,0.5798695087432861,0.6417177319526672,0.030142483301460743,0.041700454428792,0.05383464880287647,0.02927112579345703,0.044588811695575714,0.06629101932048798,4.223159074783325,7.747824668884277,14.589076280593872,3.726541303376099e-22,7.730306606390513e-06,8.815290857455693e-05
24,0.9931664913892746,0.994556337594986,0.9955309182405472,0.9331857115030289,0.9467302560806274,0.9561273604631424,0.48458830267190933,0.5653536915779114,0.6290121674537659,0.027419763151556253,0.037973711267113686,0.04955489933490753,0.027129972353577614,0.0419772993773222,0.06322913430631161,1.0077475309371948,3.23918080329895,7.3458627462387085,4.8277152795677085e-25,4.6922364163037855e-06,6.727683103235904e-05
25,0.9928702861070633,0.9943201243877411,0.9953371286392212,0.9303605258464813,0.9444736838340759,0.9542492628097534,0.4685927554965019,0.5505529046058655,0.6161279380321503,0.024528161622583866,0.03427795134484768,0.04538991209119558,0.02553633041679859,0.038603683933615685,0.05768478289246559,0.5929750800132751,1.0491498708724976,3.813147723674774,6.952472246525995e-30,2.214782170995022e-06,4.875287959293928e-05
26,0.9925742894411087,0.9940840899944305,0.9951430559158325,0.9275451749563217,0.9422228634357452,0.9523899257183075,0.4539432004094124,0.5363447964191437,0.6033446788787842,0.02227425016462803,0.031164254061877728,0.040995252318680286,0.022767419926822186,0.034488972276449203,0.04882401041686535,3.3708094358444214,4.898675203323364,7.3747745752334595,6.343317814353608e-32,1.217494855154655e-06,3.9794294025341514e-05
27,0.9922781884670258,0.9938481450080872,0.9949493557214737,0.9247371256351471,0.939978152513504,0.9505398720502853,0.43988462537527084,0.522841602563858,0.5908220708370209,0.019845108967274427,0.02821400575339794,0.03695612121373415,0.020262085366994143,0.03037209529429674,0.04472634196281433,3.890922486782074,6.90348744392395,11.990289449691772,4.750458188230419e-33,5.104805751443564e-07,3.0306401640700642e-05
28,0.9919823110103607,0.9936120510101318,0.9947553873062134,0.9219363629817963,0.937738835811615,0.9486871808767319,0.4258604049682617,0.5101044774055481,0.5788097232580185,0.018073302693665028,0.025852128863334656,0.03384112287312746,0.018413245677947998,0.02845713309943676,0.04100337438285351,3.063231110572815,5.701595783233643,11.181686639785767,5.734309255657782e-35,2.2582589309649848e-07,2.4003718408494024e-05
29,0.9916864186525345,0.9933761954307556,0.9945616275072098,0.9191299080848694,0.9355008006095886,0.9468311816453934,0.41204527020454407,0.496827632188797,0.5672870129346848,0.016555998008698225,0.0237453393638134,0.03100541513413191,0.017276200465857983,0.026080003008246422,0.0404059374704957,1.714964896440506,3.359783411026001,6.759106874465942,8.074483897150866e-36,3.6188703589346005e-08,1.7091403151425766e-05
30,0.9913906157016754,0.9931402206420898,0.9943678081035614,0.9163446873426437,0.9332774877548218,0.9449785202741623,0.3996153548359871,0.4840981662273407,0.5560029447078705,0.015391791705042124,0.021610555239021778,0.028570752125233412,0.015376945957541466,0.023452194407582283,0.033276962116360664,0.23598289117217064,0.9564715623855591,3.3927353620529175,0.0,5.018822912816745e-09,1.2916472542201518e-05
