iteration,L2O_q25,L2O_q50,L2O_q75
1,1.0,1.0,1.0
2,0.6114284247159958,0.6778697967529297,0.7269873917102814
3,0.3670896738767624,0.452326163649559,0.5260060131549835
4,0.21377157419919968,0.29268763959407806,0.37190839648246765
5,0.1259547397494316,0.18467740714550018,0.26177778840065
6,0.06960222125053406,0.11151116341352463,0.1774296835064888
7,0.03978112433105707,0.068382129073143,0.11713426373898983
8,0.026064200326800346,0.046491729095578194,0.08089522086083889
9,0.017701199743896723,0.03119729645550251,0.05390986520797014
10,0.013682372635230422,0.02288972306996584,0.038320211693644524
11,0.010720226215198636,0.018302951008081436,0.030246420297771692
12,0.009163221111521125,0.015325525309890509,0.026471370365470648
13,0.007747764582745731,0.013589010573923588,0.022573239635676146
14,0.007146533695049584,0.012332062236964703,0.019875362049788237
15,0.006499532959423959,0.011628025211393833,0.019475565757602453
16,0.006285730050876737,0.010597161017358303,0.018341213930398226
17,0.005591504275798798,0.010504382662475109,0.018140860367566347
18,0.005430141580291092,0.009995406027883291,0.017400706186890602
19,0.005359159549698234,0.009385252371430397,0.017301905900239944
20,0.00492352934088558,0.009362877812236547,0.01660818373784423
21,0.005129622993990779,0.009530526585876942,0.01735799666494131
22,0.00509886268991977,0.009296640288084745,0.01654398860409856
23,0.004841536283493042,0.008960019797086716,0.016019401140511036
24,0.004906573216430843,0.009035248775035143,0.016062894836068153
25,0.004861993249505758,0.00920771574601531,0.016672681085765362
26,0.00508455082308501,0.008840432856231928,0.0159173677675426
27,0.004915946978144348,0.009120483417063951,0.015550623880699277
28,0.005092915496788919,0.008783616591244936,0.01648369152098894
29,0.004732613102532923,0.008826063480228186,0.015760600101202726
30,0.005154604325070977,0.008753879461437464,0.01596049638465047
31,0.00490889698266983,0.009302499238401651,0.015370886074379086
32,0.00504316994920373,0.008605948649346828,0.01559770293533802
33,0.004984788480214775,0.008695140480995178,0.015443272422999144
34,0.00495584518648684,0.008838895242661238,0.015613912604749203
35,0.004628388560377061,0.009056136012077332,0.016193806193768978
36,0.004615547368302941,0.008314471691846848,0.014883176423609257
37,0.004680470912717283,0.008836963213980198,0.015851597767323256
38,0.0045113652013242245,0.008517493028193712,0.015247311908751726
39,0.004702988313511014,0.008968904614448547,0.015779454726725817
40,0.004678306984715164,0.00833072979003191,0.01594253070652485
41,0.004827421274967492,0.00855615921318531,0.015196070540696383
42,0.004216328728944063,0.008058290462940931,0.015289711533114314
43,0.004781983443535864,0.008638795930892229,0.015808782074600458
44,0.004539590096101165,0.008297958876937628,0.01568057155236602
45,0.004581276443786919,0.009002037346363068,0.01572839915752411
46,0.004294068901799619,0.008410186972469091,0.01530868699774146
47,0.004755382775329053,0.008669682312756777,0.016080388333648443
48,0.00445899844635278,0.00846725981682539,0.015150853898376226
49,0.004854682716540992,0.008885843213647604,0.015802887734025717
50,0.0046128323301672935,0.008352058473974466,0.015590824885293841
51,0.004758833674713969,0.008716889191418886,0.015341228106990457
52,0.004715371527709067,0.008557043969631195,0.015408639330416918
53,0.004802089999429882,0.008514332119375467,0.015954843256622553
54,0.004739541793242097,0.008893821388483047,0.015197095926851034
55,0.004498684662394226,0.008187816012650728,0.015694174449890852
56,0.004752945271320641,0.008917429950088263,0.016249216627329588
57,0.004684112383984029,0.008626824710518122,0.014792266068980098
58,0.0048029732424765825,0.00865086354315281,0.015516506507992744
59,0.004559138440527022,0.008482836186885834,0.015302854357287288
60,0.004878747509792447,0.008734113071113825,0.016193022020161152
61,0.004747277940623462,0.008517320267856121,0.01610436663031578
62,0.0046665845438838005,0.008571157697588205,0.014983043307438493
63,0.004796807887032628,0.008661319501698017,0.015451719984412193
64,0.0046646344708278775,0.008507218211889267,0.01537048420868814
65,0.004726226208731532,0.008652577176690102,0.014960197266191244
66,0.004636176279745996,0.008454652037471533,0.015100859105587006
67,0.004506855038926005,0.008649799041450024,0.015124736353754997
68,0.004702241043560207,0.00839814217761159,0.015434802509844303
69,0.004583203699439764,0.008216553833335638,0.015155910048633814
70,0.004986671614460647,0.008679444901645184,0.015622184611856937
71,0.004846346448175609,0.008553531486541033,0.014662533765658736
72,0.004730449174530804,0.008812493178993464,0.015311163384467363
73,0.004776161280460656,0.008732961490750313,0.015007826266810298
74,0.004754245281219482,0.008813771419227123,0.015333641320466995
75,0.00481363374274224,0.00851931469514966,0.014694231562316418
76,0.004617866827175021,0.008649665862321854,0.015440375544130802
77,0.004888762254267931,0.008789755869656801,0.015121224336326122
78,0.004655211698263884,0.008992081973701715,0.015866313129663467
79,0.004739654832519591,0.008639243897050619,0.015397033654153347
80,0.0046508354134857655,0.008767189923673868,0.015760246198624372
81,0.004950559698045254,0.008973735850304365,0.015242422930896282
82,0.005075781722553074,0.008898770902305841,0.015704096760600805
83,0.004619143437594175,0.008741365745663643,0.01545241242274642
84,0.00495855777990073,0.009055531118065119,0.015205880394205451
85,0.004741569282487035,0.008560159243643284,0.015794742852449417
86,0.0050242627039551735,0.008881367277354002,0.015262845437973738
