Epoch, train Loss, test loss
1, 0.7212, 0.8306
20, 0.2327, 0.1524
40, 0.0722, 0.1172
60, 0.0570, 0.1029
80, 0.0468, 0.1040
100, 0.0419, 0.1023
120, 0.0445, 0.0994
140, 0.0415, 0.0937
160, 0.0395, 0.0903
180, 0.0402, 0.0880
200, 0.0419, 0.0845
220, 0.0410, 0.0825
240, 0.0377, 0.0806
260, 0.0349, 0.0806
280, 0.0369, 0.0804
300, 0.0439, 0.0800
320, 0.0368, 0.0780
340, 0.0361, 0.0771
360, 0.0315, 0.0788
380, 0.0344, 0.0797
400, 0.0283, 0.0771
420, 0.0222, 0.0741
440, 0.0167, 0.0675
460, 0.0154, 0.0690
480, 0.0130, 0.0640
500, 0.0134, 0.0695
520, 0.0130, 0.0751
540, 0.0111, 0.0694
560, 0.0103, 0.0658
580, 0.0091, 0.0679
600, 0.0093, 0.0648
620, 0.0082, 0.0674
640, 0.0084, 0.0679
660, 0.0083, 0.0656
680, 0.0079, 0.0664
700, 0.0079, 0.0666
720, 0.0068, 0.0703
740, 0.0076, 0.0694
760, 0.0073, 0.0664
780, 0.0081, 0.0677
800, 0.0068, 0.0653
820, 0.0076, 0.0667
840, 0.0085, 0.0661
860, 0.0071, 0.0623
880, 0.0084, 0.0681
900, 0.0084, 0.0655
920, 0.0064, 0.0716
940, 0.0078, 0.0640
960, 0.0083, 0.0649
980, 0.0071, 0.0646
1000, 0.0072, 0.0650
1020, 0.0066, 0.0652
1040, 0.0096, 0.0666
1060, 0.0067, 0.0662
1080, 0.0064, 0.0657
1100, 0.0062, 0.0612
1120, 0.0060, 0.0627
1140, 0.0082, 0.0658
1160, 0.0073, 0.0641
1180, 0.0069, 0.0671
1200, 0.0076, 0.0671
1220, 0.0078, 0.0626
1240, 0.0075, 0.0608
1260, 0.0076, 0.0691
1280, 0.0081, 0.0661
1300, 0.0074, 0.0661
1320, 0.0077, 0.0602
1340, 0.0066, 0.0648
1360, 0.0058, 0.0650
1380, 0.0059, 0.0643
1400, 0.0062, 0.0615
1420, 0.0056, 0.0639
1440, 0.0073, 0.0639
1460, 0.0061, 0.0624
1480, 0.0073, 0.0593
1500, 0.0054, 0.0593
1520, 0.0059, 0.0583
1540, 0.0060, 0.0630
1560, 0.0067, 0.0596
1580, 0.0066, 0.0584
1600, 0.0066, 0.0621
1620, 0.0063, 0.0611
1640, 0.0064, 0.0582
1660, 0.0044, 0.0606
1680, 0.0067, 0.0593
1700, 0.0062, 0.0598
1720, 0.0071, 0.0560
1740, 0.0078, 0.0586
1760, 0.0078, 0.0626
1780, 0.0086, 0.0553
1800, 0.0071, 0.0564
1820, 0.0086, 0.0746
1840, 0.0073, 0.0596
1860, 0.0076, 0.0608
1880, 0.0069, 0.0584
1900, 0.0078, 0.0553
1920, 0.0064, 0.0564
1940, 0.0068, 0.0604
1960, 0.0078, 0.0580
1980, 0.0078, 0.0543
2000, 0.0072, 0.0537
