Epoch, train Loss, test loss
1, 1.2999, 1.5054
20, 0.5301, 0.2096
40, 0.1170, 0.0819
60, 0.0894, 0.0731
80, 0.0783, 0.0586
100, 0.0717, 0.0433
120, 0.0573, 0.0325
140, 0.0548, 0.0324
160, 0.0539, 0.0314
180, 0.0508, 0.0305
200, 0.0501, 0.0331
220, 0.0508, 0.0314
240, 0.0505, 0.0310
260, 0.0518, 0.0308
280, 0.0509, 0.0325
300, 0.0530, 0.0315
320, 0.0525, 0.0315
340, 0.0513, 0.0320
360, 0.0502, 0.0315
380, 0.0523, 0.0318
400, 0.0515, 0.0313
420, 0.0486, 0.0315
440, 0.0531, 0.0329
460, 0.0526, 0.0319
480, 0.0521, 0.0312
500, 0.0543, 0.0324
520, 0.0542, 0.0332
540, 0.0522, 0.0317
560, 0.0548, 0.0332
580, 0.0513, 0.0313
600, 0.0506, 0.0305
620, 0.0512, 0.0322
640, 0.0537, 0.0322
660, 0.0486, 0.0305
680, 0.0518, 0.0317
700, 0.0521, 0.0315
720, 0.0529, 0.0331
740, 0.0500, 0.0315
760, 0.0527, 0.0331
780, 0.0501, 0.0312
800, 0.0511, 0.0322
820, 0.0519, 0.0311
840, 0.0524, 0.0324
860, 0.0542, 0.0323
880, 0.0530, 0.0320
900, 0.0532, 0.0328
920, 0.0522, 0.0326
940, 0.0514, 0.0328
960, 0.0524, 0.0305
980, 0.0501, 0.0302
1000, 0.0547, 0.0332
1020, 0.0532, 0.0320
1040, 0.0508, 0.0322
1060, 0.0537, 0.0317
1080, 0.0520, 0.0338
