Epoch, train Loss, test loss
1, 0.6960, 0.7795
20, 0.2445, 0.0806
40, 0.0838, 0.0639
60, 0.0679, 0.0413
80, 0.0537, 0.0327
100, 0.0540, 0.0342
120, 0.0490, 0.0370
140, 0.0486, 0.0393
160, 0.0479, 0.0400
180, 0.0466, 0.0383
200, 0.0456, 0.0427
220, 0.0459, 0.0420
240, 0.0442, 0.0433
260, 0.0445, 0.0406
280, 0.0433, 0.0391
300, 0.0450, 0.0421
320, 0.0438, 0.0370
340, 0.0431, 0.0402
360, 0.0412, 0.0389
380, 0.0413, 0.0391
400, 0.0400, 0.0399
420, 0.0379, 0.0389
440, 0.0394, 0.0352
460, 0.0378, 0.0406
480, 0.0346, 0.0353
500, 0.0291, 0.0312
520, 0.0239, 0.0331
540, 0.0172, 0.0262
560, 0.0143, 0.0269
580, 0.0130, 0.0264
600, 0.0114, 0.0278
620, 0.0115, 0.0272
640, 0.0112, 0.0265
660, 0.0104, 0.0286
680, 0.0104, 0.0285
700, 0.0099, 0.0268
720, 0.0100, 0.0273
740, 0.0095, 0.0260
760, 0.0093, 0.0267
780, 0.0083, 0.0272
800, 0.0093, 0.0269
820, 0.0089, 0.0282
840, 0.0078, 0.0265
860, 0.0090, 0.0281
880, 0.0086, 0.0283
900, 0.0084, 0.0281
920, 0.0082, 0.0270
940, 0.0078, 0.0284
960, 0.0079, 0.0268
980, 0.0080, 0.0255
1000, 0.0084, 0.0282
1020, 0.0079, 0.0275
1040, 0.0071, 0.0288
1060, 0.0079, 0.0276
1080, 0.0075, 0.0291
1100, 0.0070, 0.0276
1120, 0.0077, 0.0273
1140, 0.0075, 0.0255
1160, 0.0073, 0.0268
1180, 0.0076, 0.0265
1200, 0.0067, 0.0271
1220, 0.0071, 0.0267
1240, 0.0073, 0.0270
1260, 0.0073, 0.0281
1280, 0.0073, 0.0278
1300, 0.0073, 0.0258
1320, 0.0067, 0.0280
1340, 0.0068, 0.0258
1360, 0.0069, 0.0271
1380, 0.0063, 0.0275
1400, 0.0070, 0.0266
1420, 0.0067, 0.0269
1440, 0.0070, 0.0284
1460, 0.0068, 0.0262
1480, 0.0068, 0.0274
1500, 0.0070, 0.0277
1520, 0.0064, 0.0264
1540, 0.0067, 0.0264
1560, 0.0067, 0.0285
1580, 0.0065, 0.0270
1600, 0.0068, 0.0267
1620, 0.0066, 0.0269
1640, 0.0059, 0.0263
1660, 0.0071, 0.0264
1680, 0.0064, 0.0271
1700, 0.0062, 0.0265
1720, 0.0060, 0.0268
1740, 0.0062, 0.0266
1760, 0.0062, 0.0265
1780, 0.0066, 0.0280
1800, 0.0065, 0.0269
1820, 0.0068, 0.0263
1840, 0.0070, 0.0267
1860, 0.0063, 0.0280
1880, 0.0061, 0.0271
1900, 0.0064, 0.0265
1920, 0.0064, 0.0268
1940, 0.0065, 0.0290
1960, 0.0062, 0.0281
1980, 0.0065, 0.0287
2000, 0.0069, 0.0273
