Epoch, train Loss, test loss
1, 1.2310, 1.4151
20, 0.4158, 0.1705
40, 0.0832, 0.1067
60, 0.0685, 0.1071
80, 0.0597, 0.1039
100, 0.0573, 0.1000
120, 0.0474, 0.0988
140, 0.0442, 0.0969
160, 0.0420, 0.0975
180, 0.0410, 0.0963
200, 0.0394, 0.0967
220, 0.0409, 0.0946
240, 0.0390, 0.0966
260, 0.0395, 0.0927
280, 0.0374, 0.0923
300, 0.0377, 0.0905
320, 0.0345, 0.0895
340, 0.0303, 0.0900
360, 0.0244, 0.0876
380, 0.0200, 0.0845
400, 0.0172, 0.0829
420, 0.0141, 0.0819
440, 0.0146, 0.0804
460, 0.0123, 0.0788
480, 0.0119, 0.0802
500, 0.0111, 0.0788
520, 0.0104, 0.0782
540, 0.0095, 0.0785
560, 0.0093, 0.0779
580, 0.0097, 0.0768
600, 0.0088, 0.0763
620, 0.0094, 0.0757
640, 0.0091, 0.0767
660, 0.0080, 0.0746
680, 0.0086, 0.0756
700, 0.0082, 0.0755
720, 0.0086, 0.0754
740, 0.0080, 0.0764
760, 0.0081, 0.0764
780, 0.0074, 0.0752
800, 0.0083, 0.0741
820, 0.0080, 0.0740
840, 0.0070, 0.0733
860, 0.0080, 0.0743
880, 0.0078, 0.0745
900, 0.0076, 0.0730
920, 0.0074, 0.0734
940, 0.0072, 0.0743
960, 0.0074, 0.0741
980, 0.0076, 0.0743
1000, 0.0079, 0.0735
1020, 0.0074, 0.0738
1040, 0.0065, 0.0738
1060, 0.0076, 0.0731
1080, 0.0072, 0.0739
1100, 0.0068, 0.0708
1120, 0.0075, 0.0711
1140, 0.0073, 0.0736
1160, 0.0071, 0.0733
1180, 0.0075, 0.0724
1200, 0.0068, 0.0720
1220, 0.0074, 0.0730
1240, 0.0069, 0.0680
1260, 0.0072, 0.0698
1280, 0.0073, 0.0702
1300, 0.0072, 0.0685
1320, 0.0068, 0.0687
1340, 0.0068, 0.0708
1360, 0.0070, 0.0701
1380, 0.0065, 0.0699
1400, 0.0073, 0.0687
1420, 0.0070, 0.0687
1440, 0.0074, 0.0704
1460, 0.0068, 0.0700
1480, 0.0067, 0.0690
1500, 0.0071, 0.0693
1520, 0.0064, 0.0691
1540, 0.0067, 0.0680
1560, 0.0068, 0.0674
1580, 0.0065, 0.0678
1600, 0.0070, 0.0679
1620, 0.0067, 0.0662
1640, 0.0061, 0.0667
1660, 0.0068, 0.0662
1680, 0.0063, 0.0689
1700, 0.0062, 0.0677
1720, 0.0061, 0.0666
1740, 0.0064, 0.0663
1760, 0.0063, 0.0656
1780, 0.0067, 0.0666
1800, 0.0067, 0.0663
1820, 0.0069, 0.0683
1840, 0.0070, 0.0667
1860, 0.0063, 0.0682
1880, 0.0062, 0.0667
1900, 0.0066, 0.0675
1920, 0.0064, 0.0674
1940, 0.0065, 0.0653
1960, 0.0063, 0.0674
1980, 0.0066, 0.0666
2000, 0.0069, 0.0655
