Epoch, train Loss, test loss
1, 1.0162, 1.0386
20, 0.2089, 0.1872
40, 0.0437, 0.1080
60, 0.0274, 0.0520
80, 0.0210, 0.0297
100, 0.0177, 0.0194
120, 0.0149, 0.0175
140, 0.0155, 0.0161
160, 0.0157, 0.0156
180, 0.0144, 0.0157
200, 0.0136, 0.0144
220, 0.0145, 0.0140
240, 0.0135, 0.0133
260, 0.0141, 0.0131
280, 0.0130, 0.0125
300, 0.0131, 0.0119
320, 0.0121, 0.0116
340, 0.0120, 0.0111
360, 0.0113, 0.0109
380, 0.0116, 0.0109
400, 0.0112, 0.0113
420, 0.0107, 0.0106
440, 0.0124, 0.0105
460, 0.0104, 0.0098
480, 0.0108, 0.0104
500, 0.0117, 0.0097
520, 0.0107, 0.0095
540, 0.0106, 0.0103
560, 0.0105, 0.0098
580, 0.0099, 0.0090
600, 0.0106, 0.0089
620, 0.0116, 0.0088
640, 0.0110, 0.0089
660, 0.0093, 0.0086
680, 0.0098, 0.0086
700, 0.0099, 0.0085
720, 0.0105, 0.0085
740, 0.0092, 0.0084
760, 0.0100, 0.0086
780, 0.0094, 0.0084
800, 0.0100, 0.0091
820, 0.0112, 0.0095
840, 0.0103, 0.0095
860, 0.0105, 0.0085
880, 0.0096, 0.0084
900, 0.0100, 0.0083
920, 0.0094, 0.0086
940, 0.0095, 0.0082
960, 0.0093, 0.0081
980, 0.0100, 0.0082
1000, 0.0102, 0.0082
1020, 0.0103, 0.0085
1040, 0.0087, 0.0085
1060, 0.0106, 0.0080
1080, 0.0097, 0.0080
1100, 0.0094, 0.0079
1120, 0.0094, 0.0079
1140, 0.0096, 0.0079
1160, 0.0105, 0.0089
1180, 0.0102, 0.0082
1200, 0.0111, 0.0092
1220, 0.0100, 0.0082
1240, 0.0094, 0.0087
1260, 0.0106, 0.0079
1280, 0.0101, 0.0083
1300, 0.0107, 0.0079
1320, 0.0097, 0.0085
1340, 0.0091, 0.0079
1360, 0.0094, 0.0078
1380, 0.0098, 0.0080
1400, 0.0103, 0.0089
1420, 0.0100, 0.0078
1440, 0.0091, 0.0080
1460, 0.0111, 0.0081
1480, 0.0093, 0.0077
1500, 0.0105, 0.0077
1520, 0.0095, 0.0081
1540, 0.0093, 0.0082
1560, 0.0095, 0.0077
1580, 0.0091, 0.0081
1600, 0.0110, 0.0082
1620, 0.0094, 0.0118
1640, 0.0097, 0.0080
1660, 0.0108, 0.0087
1680, 0.0094, 0.0078
1700, 0.0091, 0.0077
1720, 0.0084, 0.0076
1740, 0.0097, 0.0083
1760, 0.0104, 0.0089
1780, 0.0098, 0.0078
1800, 0.0092, 0.0080
1820, 0.0110, 0.0077
1840, 0.0097, 0.0076
1860, 0.0098, 0.0078
1880, 0.0089, 0.0076
1900, 0.0103, 0.0076
1920, 0.0096, 0.0077
1940, 0.0090, 0.0080
1960, 0.0109, 0.0078
1980, 0.0108, 0.0079
2000, 0.0102, 0.0078
