Epoch, train Loss, test loss
1, 0.6170, 0.7792
20, 0.2527, 0.0984
40, 0.0876, 0.0671
60, 0.0781, 0.0518
80, 0.0608, 0.0362
100, 0.0523, 0.0309
120, 0.0575, 0.0312
140, 0.0533, 0.0313
160, 0.0479, 0.0318
180, 0.0520, 0.0313
200, 0.0516, 0.0322
220, 0.0541, 0.0339
240, 0.0514, 0.0321
260, 0.0448, 0.0293
280, 0.0465, 0.0311
300, 0.0611, 0.0354
320, 0.0500, 0.0319
340, 0.0561, 0.0324
360, 0.0482, 0.0302
380, 0.0577, 0.0334
400, 0.0552, 0.0319
420, 0.0532, 0.0323
440, 0.0517, 0.0356
460, 0.0502, 0.0304
480, 0.0518, 0.0329
500, 0.0526, 0.0335
520, 0.0442, 0.0305
540, 0.0549, 0.0329
560, 0.0552, 0.0342
