Epoch, train Loss, test loss
1, 1.0507, 1.3919
20, 0.4509, 0.9264
40, 0.1272, 0.7203
60, 0.0754, 0.7248
80, 0.0504, 0.7162
100, 0.0433, 0.7077
120, 0.0451, 0.6947
140, 0.0373, 0.7051
160, 0.0337, 0.7004
180, 0.0342, 0.6835
200, 0.0335, 0.7082
220, 0.0312, 0.6942
240, 0.0270, 0.6797
260, 0.0265, 0.6941
280, 0.0274, 0.6818
300, 0.0287, 0.6695
320, 0.0273, 0.6698
340, 0.0253, 0.6673
360, 0.0216, 0.6616
380, 0.0253, 0.6685
400, 0.0216, 0.6710
420, 0.0186, 0.6759
440, 0.0161, 0.6924
460, 0.0180, 0.6786
480, 0.0159, 0.6646
500, 0.0154, 0.6465
520, 0.0133, 0.6410
