Epoch, train Loss, test loss
1, 0.8364, 0.9469
20, 0.2161, 0.0738
40, 0.0613, 0.0382
60, 0.0578, 0.0345
80, 0.0545, 0.0334
100, 0.0502, 0.0315
120, 0.0553, 0.0313
140, 0.0530, 0.0332
160, 0.0483, 0.0307
180, 0.0522, 0.0333
200, 0.0519, 0.0319
220, 0.0539, 0.0350
240, 0.0519, 0.0319
260, 0.0448, 0.0297
280, 0.0468, 0.0314
300, 0.0615, 0.0386
320, 0.0509, 0.0314
340, 0.0563, 0.0340
360, 0.0484, 0.0305
380, 0.0578, 0.0332
400, 0.0552, 0.0326
420, 0.0529, 0.0359
440, 0.0508, 0.0342
460, 0.0486, 0.0411
480, 0.0479, 0.0448
500, 0.0474, 0.0417
520, 0.0408, 0.0353
