Epoch, train Loss, test loss
1, 1.1014, 1.4263
20, 0.4410, 0.1282
40, 0.0814, 0.0572
60, 0.0725, 0.0534
80, 0.0634, 0.0467
100, 0.0577, 0.0403
120, 0.0619, 0.0345
140, 0.0549, 0.0314
160, 0.0484, 0.0314
180, 0.0520, 0.0316
200, 0.0516, 0.0322
220, 0.0541, 0.0330
240, 0.0514, 0.0325
260, 0.0449, 0.0296
280, 0.0463, 0.0305
300, 0.0610, 0.0350
320, 0.0500, 0.0322
340, 0.0561, 0.0321
360, 0.0482, 0.0306
380, 0.0575, 0.0329
400, 0.0552, 0.0325
420, 0.0531, 0.0319
440, 0.0517, 0.0347
460, 0.0500, 0.0307
480, 0.0518, 0.0322
500, 0.0525, 0.0337
520, 0.0443, 0.0309
540, 0.0548, 0.0319
560, 0.0551, 0.0347
