Epoch, train Loss, test loss
1, 0.9004, 1.1430
20, 0.3323, 0.1197
40, 0.0816, 0.0441
60, 0.0574, 0.0344
80, 0.0499, 0.0322
100, 0.0499, 0.0326
120, 0.0503, 0.0332
140, 0.0429, 0.0330
160, 0.0508, 0.0317
180, 0.0458, 0.0356
200, 0.0480, 0.0367
220, 0.0418, 0.0386
240, 0.0377, 0.0387
260, 0.0323, 0.0374
280, 0.0324, 0.0342
300, 0.0301, 0.0398
320, 0.0289, 0.0393
340, 0.0302, 0.0392
360, 0.0274, 0.0372
380, 0.0243, 0.0346
400, 0.0252, 0.0340
420, 0.0241, 0.0371
440, 0.0248, 0.0378
460, 0.0223, 0.0376
480, 0.0215, 0.0357
500, 0.0201, 0.0377
520, 0.0224, 0.0401
