Epoch, train Loss, test loss
1, 0.8367, 0.9953
20, 0.2592, 0.0915
40, 0.0708, 0.0508
60, 0.0559, 0.0415
80, 0.0469, 0.0420
100, 0.0417, 0.0395
120, 0.0457, 0.0394
140, 0.0411, 0.0402
160, 0.0394, 0.0390
180, 0.0411, 0.0384
200, 0.0426, 0.0376
220, 0.0412, 0.0388
240, 0.0380, 0.0357
260, 0.0349, 0.0368
280, 0.0369, 0.0381
300, 0.0427, 0.0397
320, 0.0355, 0.0358
340, 0.0347, 0.0364
360, 0.0287, 0.0410
380, 0.0291, 0.0392
400, 0.0240, 0.0379
420, 0.0217, 0.0372
440, 0.0169, 0.0328
460, 0.0155, 0.0342
480, 0.0136, 0.0310
500, 0.0138, 0.0328
520, 0.0128, 0.0293
540, 0.0116, 0.0290
560, 0.0123, 0.0325
580, 0.0105, 0.0310
600, 0.0110, 0.0304
620, 0.0096, 0.0295
640, 0.0098, 0.0279
660, 0.0104, 0.0283
680, 0.0101, 0.0274
700, 0.0096, 0.0257
720, 0.0083, 0.0279
740, 0.0091, 0.0254
760, 0.0090, 0.0261
780, 0.0100, 0.0290
800, 0.0086, 0.0243
820, 0.0097, 0.0254
840, 0.0104, 0.0265
860, 0.0082, 0.0259
880, 0.0094, 0.0251
900, 0.0096, 0.0250
920, 0.0084, 0.0292
940, 0.0091, 0.0275
960, 0.0099, 0.0245
980, 0.0087, 0.0249
1000, 0.0085, 0.0238
1020, 0.0082, 0.0258
1040, 0.0118, 0.0279
1060, 0.0081, 0.0246
1080, 0.0073, 0.0240
1100, 0.0078, 0.0244
1120, 0.0068, 0.0234
1140, 0.0096, 0.0230
1160, 0.0080, 0.0232
1180, 0.0080, 0.0230
1200, 0.0086, 0.0236
1220, 0.0090, 0.0226
1240, 0.0082, 0.0235
1260, 0.0086, 0.0274
1280, 0.0095, 0.0234
1300, 0.0083, 0.0229
1320, 0.0096, 0.0228
1340, 0.0075, 0.0216
1360, 0.0073, 0.0238
1380, 0.0074, 0.0249
1400, 0.0076, 0.0224
1420, 0.0063, 0.0210
1440, 0.0088, 0.0211
1460, 0.0075, 0.0219
1480, 0.0092, 0.0216
1500, 0.0061, 0.0214
1520, 0.0065, 0.0206
1540, 0.0072, 0.0200
1560, 0.0077, 0.0190
1580, 0.0075, 0.0192
1600, 0.0072, 0.0195
1620, 0.0067, 0.0203
1640, 0.0071, 0.0197
1660, 0.0048, 0.0187
1680, 0.0078, 0.0180
1700, 0.0068, 0.0172
1720, 0.0077, 0.0178
1740, 0.0082, 0.0183
1760, 0.0082, 0.0172
1780, 0.0093, 0.0171
1800, 0.0068, 0.0167
1820, 0.0074, 0.0187
1840, 0.0071, 0.0176
1860, 0.0091, 0.0210
1880, 0.0094, 0.0172
1900, 0.0087, 0.0168
1920, 0.0070, 0.0172
1940, 0.0075, 0.0172
1960, 0.0079, 0.0174
1980, 0.0081, 0.0171
2000, 0.0071, 0.0168
