Epoch, train Loss, test loss
1, 0.7177, 0.5275
20, 0.1578, 0.0548
40, 0.0259, 0.0260
60, 0.0132, 0.0204
80, 0.0118, 0.0189
100, 0.0101, 0.0171
120, 0.0106, 0.0170
140, 0.0106, 0.0210
160, 0.0126, 0.0176
180, 0.0111, 0.0183
200, 0.0103, 0.0129
220, 0.0087, 0.0123
240, 0.0088, 0.0137
260, 0.0081, 0.0123
280, 0.0070, 0.0112
300, 0.0088, 0.0120
320, 0.0079, 0.0109
340, 0.0080, 0.0104
360, 0.0094, 0.0123
380, 0.0084, 0.0119
400, 0.0078, 0.0101
420, 0.0085, 0.0100
440, 0.0079, 0.0093
460, 0.0070, 0.0091
480, 0.0074, 0.0095
500, 0.0067, 0.0088
520, 0.0089, 0.0094
540, 0.0085, 0.0094
560, 0.0075, 0.0085
580, 0.0079, 0.0092
600, 0.0076, 0.0093
620, 0.0073, 0.0100
640, 0.0077, 0.0094
660, 0.0094, 0.0097
680, 0.0086, 0.0090
700, 0.0074, 0.0084
720, 0.0086, 0.0092
740, 0.0088, 0.0093
760, 0.0092, 0.0086
780, 0.0074, 0.0095
800, 0.0073, 0.0092
820, 0.0066, 0.0088
840, 0.0072, 0.0091
860, 0.0072, 0.0090
880, 0.0076, 0.0090
900, 0.0091, 0.0089
920, 0.0077, 0.0082
940, 0.0073, 0.0086
960, 0.0077, 0.0091
980, 0.0075, 0.0097
1000, 0.0095, 0.0108
1020, 0.0093, 0.0108
1040, 0.0078, 0.0092
1060, 0.0076, 0.0090
1080, 0.0069, 0.0090
1100, 0.0074, 0.0096
1120, 0.0073, 0.0094
1140, 0.0093, 0.0089
1160, 0.0079, 0.0095
1180, 0.0074, 0.0096
1200, 0.0075, 0.0092
1220, 0.0082, 0.0094
1240, 0.0075, 0.0084
1260, 0.0080, 0.0092
1280, 0.0071, 0.0078
1300, 0.0071, 0.0086
1320, 0.0076, 0.0100
1340, 0.0081, 0.0095
1360, 0.0069, 0.0092
1380, 0.0078, 0.0092
1400, 0.0071, 0.0085
1420, 0.0078, 0.0092
1440, 0.0076, 0.0101
1460, 0.0071, 0.0093
1480, 0.0075, 0.0097
1500, 0.0078, 0.0087
1520, 0.0069, 0.0084
1540, 0.0075, 0.0091
1560, 0.0099, 0.0104
1580, 0.0066, 0.0089
1600, 0.0084, 0.0094
1620, 0.0079, 0.0084
1640, 0.0073, 0.0085
1660, 0.0080, 0.0090
1680, 0.0081, 0.0097
1700, 0.0077, 0.0095
1720, 0.0072, 0.0092
1740, 0.0088, 0.0097
1760, 0.0078, 0.0105
1780, 0.0076, 0.0091
1800, 0.0077, 0.0090
1820, 0.0065, 0.0085
1840, 0.0064, 0.0093
1860, 0.0083, 0.0085
1880, 0.0063, 0.0091
1900, 0.0073, 0.0099
1920, 0.0075, 0.0085
1940, 0.0076, 0.0096
1960, 0.0077, 0.0086
1980, 0.0070, 0.0101
2000, 0.0083, 0.0097
