Epoch, train Loss, test loss
1, 0.9770, 0.8540
20, 0.2343, 0.2011
40, 0.0424, 0.1686
60, 0.0196, 0.1709
80, 0.0154, 0.1611
100, 0.0124, 0.1641
120, 0.0117, 0.1499
140, 0.0108, 0.1376
160, 0.0107, 0.1273
180, 0.0105, 0.0997
200, 0.0113, 0.0816
220, 0.0101, 0.0646
240, 0.0103, 0.0567
260, 0.0099, 0.0506
280, 0.0093, 0.0313
300, 0.0108, 0.0282
320, 0.0093, 0.0215
340, 0.0094, 0.0180
360, 0.0114, 0.0139
380, 0.0085, 0.0166
400, 0.0090, 0.0117
420, 0.0095, 0.0129
440, 0.0089, 0.0093
460, 0.0076, 0.0099
480, 0.0088, 0.0088
500, 0.0079, 0.0086
520, 0.0101, 0.0108
540, 0.0093, 0.0101
560, 0.0087, 0.0084
580, 0.0088, 0.0089
600, 0.0084, 0.0084
620, 0.0082, 0.0100
640, 0.0090, 0.0084
660, 0.0093, 0.0089
680, 0.0086, 0.0084
700, 0.0080, 0.0078
720, 0.0096, 0.0091
740, 0.0103, 0.0089
760, 0.0106, 0.0085
780, 0.0087, 0.0085
800, 0.0081, 0.0086
820, 0.0075, 0.0079
840, 0.0086, 0.0088
860, 0.0082, 0.0085
880, 0.0087, 0.0081
900, 0.0098, 0.0079
920, 0.0082, 0.0085
940, 0.0087, 0.0078
960, 0.0088, 0.0078
980, 0.0085, 0.0081
1000, 0.0104, 0.0091
1020, 0.0094, 0.0089
1040, 0.0086, 0.0084
1060, 0.0089, 0.0104
1080, 0.0086, 0.0081
1100, 0.0089, 0.0083
1120, 0.0079, 0.0079
1140, 0.0095, 0.0080
1160, 0.0090, 0.0088
1180, 0.0086, 0.0076
1200, 0.0085, 0.0086
1220, 0.0096, 0.0082
1240, 0.0086, 0.0075
1260, 0.0093, 0.0079
1280, 0.0079, 0.0078
1300, 0.0078, 0.0080
1320, 0.0088, 0.0083
1340, 0.0092, 0.0081
1360, 0.0084, 0.0074
1380, 0.0088, 0.0077
1400, 0.0082, 0.0078
1420, 0.0093, 0.0078
1440, 0.0089, 0.0082
1460, 0.0078, 0.0077
1480, 0.0085, 0.0077
1500, 0.0084, 0.0077
1520, 0.0079, 0.0079
1540, 0.0085, 0.0077
1560, 0.0113, 0.0090
1580, 0.0077, 0.0079
1600, 0.0092, 0.0086
1620, 0.0087, 0.0078
1640, 0.0082, 0.0075
1660, 0.0087, 0.0082
1680, 0.0091, 0.0081
1700, 0.0088, 0.0083
1720, 0.0083, 0.0078
1740, 0.0097, 0.0075
1760, 0.0083, 0.0076
1780, 0.0089, 0.0075
1800, 0.0085, 0.0079
1820, 0.0075, 0.0080
1840, 0.0078, 0.0083
1860, 0.0097, 0.0074
1880, 0.0073, 0.0078
1900, 0.0083, 0.0085
1920, 0.0083, 0.0083
1940, 0.0090, 0.0087
1960, 0.0088, 0.0079
1980, 0.0082, 0.0081
2000, 0.0096, 0.0080
