Epoch, train Loss, test loss
1, 0.7585, 0.7843
20, 0.2118, 0.0666
40, 0.0668, 0.0459
60, 0.0536, 0.0392
80, 0.0460, 0.0369
100, 0.0413, 0.0360
120, 0.0452, 0.0358
140, 0.0413, 0.0377
160, 0.0406, 0.0375
180, 0.0406, 0.0367
200, 0.0417, 0.0362
220, 0.0399, 0.0369
240, 0.0349, 0.0328
260, 0.0309, 0.0343
280, 0.0314, 0.0359
300, 0.0297, 0.0371
320, 0.0229, 0.0349
340, 0.0213, 0.0391
360, 0.0175, 0.0481
380, 0.0178, 0.0364
400, 0.0163, 0.0317
420, 0.0129, 0.0340
440, 0.0111, 0.0356
460, 0.0104, 0.0300
480, 0.0092, 0.0308
500, 0.0103, 0.0342
520, 0.0096, 0.0295
540, 0.0088, 0.0311
560, 0.0095, 0.0296
580, 0.0084, 0.0307
600, 0.0096, 0.0281
620, 0.0099, 0.0309
640, 0.0098, 0.0309
660, 0.0087, 0.0298
680, 0.0086, 0.0258
700, 0.0083, 0.0258
720, 0.0067, 0.0282
740, 0.0076, 0.0251
760, 0.0074, 0.0259
780, 0.0090, 0.0294
800, 0.0069, 0.0260
820, 0.0078, 0.0234
840, 0.0085, 0.0260
860, 0.0066, 0.0264
880, 0.0078, 0.0274
900, 0.0085, 0.0282
920, 0.0062, 0.0256
940, 0.0087, 0.0248
960, 0.0086, 0.0252
980, 0.0073, 0.0238
1000, 0.0073, 0.0251
1020, 0.0068, 0.0236
1040, 0.0100, 0.0280
1060, 0.0075, 0.0206
1080, 0.0068, 0.0249
1100, 0.0069, 0.0221
1120, 0.0059, 0.0231
1140, 0.0081, 0.0240
1160, 0.0070, 0.0245
1180, 0.0067, 0.0253
1200, 0.0072, 0.0253
1220, 0.0077, 0.0228
1240, 0.0075, 0.0260
1260, 0.0084, 0.0321
1280, 0.0083, 0.0241
1300, 0.0073, 0.0215
1320, 0.0075, 0.0227
1340, 0.0064, 0.0223
1360, 0.0058, 0.0246
1380, 0.0065, 0.0249
1400, 0.0065, 0.0242
1420, 0.0055, 0.0223
1440, 0.0071, 0.0229
1460, 0.0061, 0.0198
1480, 0.0072, 0.0216
1500, 0.0056, 0.0207
1520, 0.0060, 0.0215
1540, 0.0061, 0.0237
1560, 0.0067, 0.0196
1580, 0.0067, 0.0221
1600, 0.0065, 0.0245
1620, 0.0060, 0.0229
1640, 0.0064, 0.0203
1660, 0.0046, 0.0208
1680, 0.0084, 0.0183
1700, 0.0085, 0.0316
1720, 0.0097, 0.0225
1740, 0.0084, 0.0166
1760, 0.0078, 0.0159
1780, 0.0085, 0.0161
1800, 0.0060, 0.0161
1820, 0.0070, 0.0196
1840, 0.0065, 0.0157
1860, 0.0072, 0.0167
1880, 0.0067, 0.0163
1900, 0.0081, 0.0172
1920, 0.0075, 0.0185
1940, 0.0073, 0.0165
1960, 0.0075, 0.0166
1980, 0.0075, 0.0155
2000, 0.0064, 0.0169
