Epoch, train Loss, test loss
1, 0.7406, 0.8298
20, 0.2106, 0.1952
40, 0.0683, 0.1456
60, 0.0508, 0.1387
80, 0.0422, 0.1345
100, 0.0409, 0.1322
120, 0.0401, 0.1278
140, 0.0369, 0.1278
160, 0.0431, 0.1300
180, 0.0395, 0.1223
200, 0.0435, 0.1227
220, 0.0398, 0.1217
240, 0.0370, 0.1172
260, 0.0348, 0.1152
280, 0.0337, 0.1093
300, 0.0284, 0.1124
320, 0.0232, 0.1095
340, 0.0197, 0.1029
360, 0.0134, 0.1076
380, 0.0118, 0.1065
400, 0.0112, 0.0960
420, 0.0113, 0.0975
440, 0.0096, 0.0930
460, 0.0089, 0.0957
480, 0.0090, 0.0941
500, 0.0083, 0.0893
520, 0.0095, 0.0975
540, 0.0079, 0.0950
560, 0.0071, 0.0917
580, 0.0084, 0.0917
600, 0.0075, 0.0949
620, 0.0079, 0.0942
640, 0.0074, 0.0898
660, 0.0080, 0.0946
680, 0.0069, 0.0904
700, 0.0067, 0.0885
720, 0.0069, 0.0893
740, 0.0071, 0.0954
760, 0.0061, 0.0905
780, 0.0065, 0.0899
800, 0.0066, 0.0915
820, 0.0063, 0.0909
840, 0.0056, 0.0942
860, 0.0068, 0.0910
880, 0.0071, 0.0918
900, 0.0069, 0.0914
920, 0.0063, 0.0907
940, 0.0070, 0.0919
960, 0.0070, 0.0882
980, 0.0070, 0.0902
1000, 0.0071, 0.0923
1020, 0.0070, 0.0923
1040, 0.0072, 0.0908
1060, 0.0067, 0.0889
1080, 0.0059, 0.0857
1100, 0.0060, 0.0888
1120, 0.0068, 0.0925
1140, 0.0062, 0.0874
1160, 0.0068, 0.0893
1180, 0.0062, 0.0945
1200, 0.0065, 0.0877
1220, 0.0067, 0.0897
1240, 0.0067, 0.0895
1260, 0.0064, 0.0902
1280, 0.0069, 0.0915
1300, 0.0056, 0.0885
1320, 0.0061, 0.0891
1340, 0.0066, 0.0914
1360, 0.0059, 0.0876
1380, 0.0063, 0.0903
1400, 0.0065, 0.0899
1420, 0.0063, 0.0926
1440, 0.0073, 0.0864
1460, 0.0060, 0.0895
1480, 0.0062, 0.0891
1500, 0.0060, 0.0908
1520, 0.0064, 0.0854
1540, 0.0058, 0.0872
1560, 0.0057, 0.0854
1580, 0.0063, 0.0885
1600, 0.0062, 0.0864
1620, 0.0059, 0.0894
1640, 0.0066, 0.0861
1660, 0.0058, 0.0886
1680, 0.0059, 0.0863
1700, 0.0061, 0.0888
1720, 0.0069, 0.0884
1740, 0.0062, 0.0863
1760, 0.0061, 0.0866
1780, 0.0057, 0.0849
1800, 0.0066, 0.0860
1820, 0.0062, 0.0840
1840, 0.0057, 0.0838
1860, 0.0060, 0.0852
1880, 0.0057, 0.0843
1900, 0.0064, 0.0860
1920, 0.0061, 0.0828
1940, 0.0056, 0.0826
1960, 0.0066, 0.0836
1980, 0.0065, 0.0857
2000, 0.0066, 0.0823
