Epoch, train Loss, test loss
1, 0.9879, 0.8386
20, 0.2504, 0.0807
40, 0.0496, 0.0484
60, 0.0229, 0.0319
80, 0.0167, 0.0274
100, 0.0126, 0.0261
120, 0.0117, 0.0236
140, 0.0097, 0.0203
160, 0.0095, 0.0202
180, 0.0087, 0.0206
200, 0.0103, 0.0226
220, 0.0092, 0.0191
240, 0.0091, 0.0187
260, 0.0084, 0.0180
280, 0.0076, 0.0153
300, 0.0091, 0.0160
320, 0.0083, 0.0144
340, 0.0087, 0.0140
360, 0.0095, 0.0158
380, 0.0079, 0.0145
400, 0.0086, 0.0133
420, 0.0091, 0.0119
440, 0.0081, 0.0111
460, 0.0069, 0.0115
480, 0.0076, 0.0108
500, 0.0070, 0.0116
520, 0.0089, 0.0115
540, 0.0075, 0.0105
560, 0.0072, 0.0098
580, 0.0077, 0.0107
600, 0.0074, 0.0104
620, 0.0072, 0.0102
640, 0.0076, 0.0094
660, 0.0081, 0.0095
680, 0.0075, 0.0094
700, 0.0071, 0.0088
720, 0.0083, 0.0109
740, 0.0088, 0.0101
760, 0.0091, 0.0093
780, 0.0079, 0.0091
800, 0.0075, 0.0100
820, 0.0065, 0.0093
840, 0.0071, 0.0090
860, 0.0068, 0.0095
880, 0.0074, 0.0087
900, 0.0085, 0.0090
920, 0.0072, 0.0093
940, 0.0073, 0.0087
960, 0.0074, 0.0089
980, 0.0071, 0.0095
1000, 0.0091, 0.0096
1020, 0.0089, 0.0107
1040, 0.0076, 0.0094
1060, 0.0072, 0.0093
1080, 0.0068, 0.0091
1100, 0.0073, 0.0091
1120, 0.0070, 0.0093
1140, 0.0078, 0.0088
1160, 0.0075, 0.0090
1180, 0.0070, 0.0092
1200, 0.0073, 0.0091
1220, 0.0080, 0.0097
1240, 0.0072, 0.0088
1260, 0.0078, 0.0095
1280, 0.0066, 0.0088
1300, 0.0069, 0.0090
1320, 0.0074, 0.0096
1340, 0.0078, 0.0101
1360, 0.0068, 0.0101
1380, 0.0074, 0.0096
1400, 0.0068, 0.0083
1420, 0.0075, 0.0090
1440, 0.0073, 0.0094
1460, 0.0066, 0.0098
1480, 0.0076, 0.0104
1500, 0.0079, 0.0088
1520, 0.0067, 0.0092
1540, 0.0073, 0.0092
1560, 0.0095, 0.0104
1580, 0.0064, 0.0094
1600, 0.0080, 0.0099
1620, 0.0075, 0.0087
1640, 0.0072, 0.0091
1660, 0.0074, 0.0092
1680, 0.0078, 0.0092
1700, 0.0072, 0.0092
1720, 0.0067, 0.0091
1740, 0.0083, 0.0095
1760, 0.0072, 0.0096
1780, 0.0073, 0.0089
1800, 0.0074, 0.0090
1820, 0.0064, 0.0088
1840, 0.0064, 0.0100
1860, 0.0081, 0.0086
1880, 0.0063, 0.0093
1900, 0.0072, 0.0100
1920, 0.0072, 0.0088
1940, 0.0074, 0.0091
1960, 0.0073, 0.0092
1980, 0.0067, 0.0101
2000, 0.0082, 0.0101
