Epoch, train Loss, test loss
1, 0.8776, 0.7938
20, 0.1872, 0.0846
40, 0.0588, 0.0531
60, 0.0439, 0.0442
80, 0.0409, 0.0503
100, 0.0430, 0.0449
120, 0.0412, 0.0455
140, 0.0388, 0.0440
160, 0.0332, 0.0465
180, 0.0273, 0.0516
200, 0.0201, 0.0451
220, 0.0169, 0.0418
240, 0.0136, 0.0384
260, 0.0140, 0.0374
280, 0.0122, 0.0357
300, 0.0123, 0.0354
320, 0.0119, 0.0346
340, 0.0109, 0.0333
360, 0.0102, 0.0325
380, 0.0098, 0.0319
400, 0.0105, 0.0312
420, 0.0100, 0.0333
440, 0.0119, 0.0338
460, 0.0111, 0.0327
480, 0.0111, 0.0295
500, 0.0105, 0.0311
520, 0.0105, 0.0333
540, 0.0103, 0.0322
560, 0.0099, 0.0322
580, 0.0108, 0.0375
