Epoch, train Loss, test loss
1, 0.8384, 0.2603
20, 0.2142, 0.0776
40, 0.0630, 0.0361
60, 0.0562, 0.0337
80, 0.0547, 0.0343
100, 0.0502, 0.0311
120, 0.0554, 0.0314
140, 0.0530, 0.0331
160, 0.0482, 0.0310
180, 0.0520, 0.0325
200, 0.0518, 0.0322
220, 0.0539, 0.0347
240, 0.0515, 0.0316
260, 0.0445, 0.0295
280, 0.0458, 0.0313
300, 0.0598, 0.0379
320, 0.0497, 0.0324
340, 0.0526, 0.0319
360, 0.0435, 0.0323
380, 0.0499, 0.0354
400, 0.0443, 0.0363
420, 0.0370, 0.0355
440, 0.0330, 0.0323
460, 0.0336, 0.0297
480, 0.0296, 0.0294
500, 0.0273, 0.0286
520, 0.0266, 0.0285
540, 0.0275, 0.0300
560, 0.0267, 0.0300
580, 0.0242, 0.0300
600, 0.0245, 0.0284
620, 0.0214, 0.0289
640, 0.0193, 0.0301
660, 0.0183, 0.0314
680, 0.0166, 0.0264
700, 0.0143, 0.0272
720, 0.0109, 0.0256
740, 0.0113, 0.0247
760, 0.0110, 0.0252
780, 0.0142, 0.0282
800, 0.0125, 0.0251
820, 0.0112, 0.0232
840, 0.0126, 0.0238
860, 0.0107, 0.0248
880, 0.0116, 0.0263
900, 0.0113, 0.0251
920, 0.0092, 0.0254
940, 0.0108, 0.0248
960, 0.0101, 0.0251
980, 0.0095, 0.0252
1000, 0.0095, 0.0257
1020, 0.0092, 0.0251
1040, 0.0139, 0.0266
1060, 0.0090, 0.0237
1080, 0.0088, 0.0250
1100, 0.0088, 0.0247
1120, 0.0080, 0.0247
1140, 0.0122, 0.0274
1160, 0.0098, 0.0251
1180, 0.0092, 0.0245
1200, 0.0098, 0.0258
1220, 0.0099, 0.0283
1240, 0.0096, 0.0255
1260, 0.0085, 0.0257
1280, 0.0095, 0.0286
1300, 0.0096, 0.0266
1320, 0.0098, 0.0269
1340, 0.0087, 0.0276
1360, 0.0079, 0.0271
1380, 0.0080, 0.0264
1400, 0.0087, 0.0269
1420, 0.0076, 0.0244
1440, 0.0091, 0.0249
1460, 0.0078, 0.0247
1480, 0.0092, 0.0255
1500, 0.0068, 0.0245
1520, 0.0076, 0.0253
1540, 0.0085, 0.0266
1560, 0.0085, 0.0251
1580, 0.0080, 0.0255
1600, 0.0082, 0.0245
1620, 0.0077, 0.0250
1640, 0.0078, 0.0243
1660, 0.0058, 0.0238
1680, 0.0082, 0.0240
1700, 0.0074, 0.0229
1720, 0.0088, 0.0264
1740, 0.0093, 0.0250
1760, 0.0088, 0.0243
1780, 0.0100, 0.0248
1800, 0.0070, 0.0236
1820, 0.0078, 0.0241
1840, 0.0079, 0.0229
1860, 0.0088, 0.0237
1880, 0.0082, 0.0240
1900, 0.0092, 0.0242
1920, 0.0079, 0.0235
1940, 0.0080, 0.0239
1960, 0.0086, 0.0229
1980, 0.0091, 0.0231
2000, 0.0078, 0.0224
