Epoch, train Loss, test loss
1, 0.9161, 0.9752
20, 0.1960, 0.0491
40, 0.0624, 0.0331
60, 0.0544, 0.0321
80, 0.0504, 0.0322
100, 0.0516, 0.0316
120, 0.0528, 0.0332
140, 0.0459, 0.0303
160, 0.0558, 0.0328
180, 0.0519, 0.0307
200, 0.0563, 0.0329
220, 0.0525, 0.0350
240, 0.0510, 0.0314
260, 0.0485, 0.0312
280, 0.0553, 0.0359
300, 0.0527, 0.0322
320, 0.0516, 0.0321
340, 0.0533, 0.0302
360, 0.0482, 0.0312
380, 0.0491, 0.0318
400, 0.0511, 0.0323
420, 0.0531, 0.0346
440, 0.0482, 0.0306
460, 0.0472, 0.0307
480, 0.0503, 0.0342
500, 0.0458, 0.0312
520, 0.0462, 0.0338
