Epoch, train Loss, test loss
1, 1.0824, 1.2823
20, 0.5553, 0.1103
40, 0.1029, 0.0692
60, 0.0863, 0.0629
80, 0.0775, 0.0576
100, 0.0762, 0.0487
120, 0.0625, 0.0393
140, 0.0577, 0.0330
160, 0.0570, 0.0313
180, 0.0525, 0.0304
200, 0.0504, 0.0314
220, 0.0507, 0.0320
240, 0.0505, 0.0308
260, 0.0517, 0.0311
280, 0.0508, 0.0324
300, 0.0530, 0.0316
320, 0.0524, 0.0314
340, 0.0512, 0.0315
360, 0.0501, 0.0320
380, 0.0522, 0.0317
400, 0.0515, 0.0312
420, 0.0485, 0.0317
440, 0.0529, 0.0325
460, 0.0525, 0.0317
480, 0.0521, 0.0311
500, 0.0543, 0.0316
520, 0.0541, 0.0335
