Epoch, train Loss, test loss
1, 0.8010, 0.7832
20, 0.1842, 0.0758
40, 0.0604, 0.0419
60, 0.0462, 0.0427
80, 0.0404, 0.0405
100, 0.0413, 0.0405
120, 0.0402, 0.0370
140, 0.0359, 0.0393
160, 0.0411, 0.0408
180, 0.0356, 0.0373
200, 0.0317, 0.0412
220, 0.0237, 0.0383
240, 0.0195, 0.0450
260, 0.0155, 0.0468
280, 0.0137, 0.0399
300, 0.0121, 0.0441
320, 0.0126, 0.0410
340, 0.0145, 0.0462
360, 0.0095, 0.0440
380, 0.0088, 0.0420
400, 0.0090, 0.0405
420, 0.0097, 0.0397
440, 0.0086, 0.0380
460, 0.0082, 0.0368
480, 0.0088, 0.0341
500, 0.0087, 0.0316
520, 0.0108, 0.0314
540, 0.0086, 0.0297
560, 0.0080, 0.0322
580, 0.0092, 0.0343
