Epoch, train Loss, test loss
1, 0.6293, 0.7636
20, 0.2094, 0.1124
40, 0.0714, 0.1321
60, 0.0506, 0.1020
80, 0.0453, 0.1085
100, 0.0419, 0.1055
120, 0.0461, 0.1042
140, 0.0419, 0.1052
160, 0.0401, 0.1040
180, 0.0400, 0.1012
200, 0.0410, 0.0929
220, 0.0392, 0.0958
240, 0.0346, 0.0911
260, 0.0320, 0.0919
280, 0.0323, 0.0872
300, 0.0320, 0.0939
320, 0.0264, 0.0911
340, 0.0226, 0.0897
360, 0.0151, 0.0823
380, 0.0171, 0.0831
400, 0.0149, 0.0872
420, 0.0125, 0.0760
440, 0.0103, 0.0691
460, 0.0114, 0.0644
480, 0.0098, 0.0680
500, 0.0101, 0.0733
520, 0.0093, 0.0637
