Epoch, train Loss, test loss
1, 0.9498, 0.2623
20, 0.2077, 0.0783
40, 0.0635, 0.0308
60, 0.0532, 0.0331
80, 0.0505, 0.0315
100, 0.0540, 0.0320
120, 0.0516, 0.0319
140, 0.0515, 0.0322
160, 0.0518, 0.0316
180, 0.0505, 0.0304
200, 0.0500, 0.0337
220, 0.0505, 0.0307
240, 0.0501, 0.0325
260, 0.0514, 0.0302
280, 0.0505, 0.0308
300, 0.0523, 0.0325
320, 0.0511, 0.0328
340, 0.0493, 0.0353
360, 0.0469, 0.0345
380, 0.0460, 0.0351
400, 0.0418, 0.0354
420, 0.0353, 0.0371
440, 0.0337, 0.0368
460, 0.0308, 0.0312
480, 0.0296, 0.0315
500, 0.0269, 0.0313
520, 0.0257, 0.0309
540, 0.0218, 0.0321
560, 0.0204, 0.0330
