Epoch, train Loss, test loss
1, 0.8521, 0.0992
20, 0.1096, 0.0315
40, 0.0506, 0.0327
60, 0.0561, 0.0374
80, 0.0545, 0.0313
100, 0.0512, 0.0302
120, 0.0568, 0.0302
140, 0.0529, 0.0386
160, 0.0500, 0.0328
180, 0.0523, 0.0321
200, 0.0524, 0.0323
220, 0.0534, 0.0341
240, 0.0507, 0.0343
260, 0.0453, 0.0318
280, 0.0448, 0.0330
300, 0.0531, 0.0448
320, 0.0442, 0.0338
340, 0.0473, 0.0347
360, 0.0394, 0.0332
380, 0.0429, 0.0327
400, 0.0368, 0.0398
420, 0.0302, 0.0420
440, 0.0280, 0.0352
460, 0.0288, 0.0354
480, 0.0260, 0.0440
500, 0.0200, 0.0331
520, 0.0168, 0.0290
540, 0.0136, 0.0274
560, 0.0147, 0.0269
580, 0.0137, 0.0272
600, 0.0142, 0.0229
620, 0.0125, 0.0241
640, 0.0119, 0.0225
660, 0.0113, 0.0229
680, 0.0113, 0.0220
700, 0.0123, 0.0234
720, 0.0099, 0.0238
740, 0.0106, 0.0245
760, 0.0097, 0.0230
780, 0.0120, 0.0232
800, 0.0098, 0.0215
820, 0.0116, 0.0229
840, 0.0122, 0.0267
860, 0.0129, 0.0237
880, 0.0115, 0.0244
900, 0.0113, 0.0236
920, 0.0095, 0.0243
940, 0.0104, 0.0225
960, 0.0104, 0.0252
980, 0.0101, 0.0222
1000, 0.0099, 0.0247
1020, 0.0099, 0.0219
1040, 0.0141, 0.0231
1060, 0.0100, 0.0238
1080, 0.0094, 0.0222
1100, 0.0088, 0.0212
1120, 0.0094, 0.0234
1140, 0.0124, 0.0207
1160, 0.0100, 0.0237
1180, 0.0092, 0.0208
1200, 0.0113, 0.0219
1220, 0.0109, 0.0223
1240, 0.0094, 0.0219
1260, 0.0081, 0.0215
1280, 0.0117, 0.0231
1300, 0.0105, 0.0207
1320, 0.0109, 0.0218
1340, 0.0086, 0.0220
1360, 0.0085, 0.0203
1380, 0.0082, 0.0224
1400, 0.0087, 0.0216
1420, 0.0080, 0.0193
1440, 0.0108, 0.0217
1460, 0.0086, 0.0212
1480, 0.0103, 0.0190
1500, 0.0077, 0.0212
1520, 0.0080, 0.0210
1540, 0.0184, 0.0359
