Epoch, train Loss, test loss
1, 0.9639, 1.0118
20, 0.2464, 0.1966
40, 0.0518, 0.0953
60, 0.0319, 0.0655
80, 0.0223, 0.0333
100, 0.0180, 0.0225
120, 0.0182, 0.0177
140, 0.0166, 0.0169
160, 0.0167, 0.0165
180, 0.0151, 0.0153
200, 0.0150, 0.0151
220, 0.0136, 0.0146
240, 0.0128, 0.0157
260, 0.0134, 0.0140
280, 0.0141, 0.0138
300, 0.0132, 0.0134
320, 0.0144, 0.0128
340, 0.0123, 0.0124
360, 0.0122, 0.0122
380, 0.0114, 0.0119
400, 0.0116, 0.0115
420, 0.0135, 0.0109
440, 0.0114, 0.0115
460, 0.0122, 0.0108
480, 0.0107, 0.0102
500, 0.0122, 0.0104
520, 0.0114, 0.0096
540, 0.0111, 0.0097
560, 0.0106, 0.0099
580, 0.0117, 0.0094
600, 0.0111, 0.0110
620, 0.0102, 0.0090
640, 0.0104, 0.0093
660, 0.0106, 0.0089
680, 0.0100, 0.0088
700, 0.0092, 0.0090
720, 0.0110, 0.0089
740, 0.0108, 0.0087
760, 0.0100, 0.0092
780, 0.0088, 0.0085
800, 0.0103, 0.0087
820, 0.0087, 0.0089
840, 0.0109, 0.0096
860, 0.0119, 0.0088
880, 0.0120, 0.0085
900, 0.0090, 0.0083
920, 0.0100, 0.0092
940, 0.0106, 0.0084
960, 0.0098, 0.0084
980, 0.0107, 0.0087
1000, 0.0116, 0.0084
1020, 0.0102, 0.0082
1040, 0.0097, 0.0082
1060, 0.0116, 0.0088
1080, 0.0092, 0.0088
1100, 0.0103, 0.0083
1120, 0.0094, 0.0086
1140, 0.0092, 0.0083
1160, 0.0099, 0.0082
1180, 0.0106, 0.0081
1200, 0.0100, 0.0081
1220, 0.0115, 0.0085
1240, 0.0127, 0.0115
1260, 0.0125, 0.0085
1280, 0.0094, 0.0080
1300, 0.0086, 0.0079
1320, 0.0094, 0.0081
1340, 0.0093, 0.0078
1360, 0.0099, 0.0078
1380, 0.0092, 0.0078
1400, 0.0098, 0.0088
1420, 0.0098, 0.0082
1440, 0.0107, 0.0082
1460, 0.0104, 0.0078
1480, 0.0080, 0.0082
1500, 0.0098, 0.0078
1520, 0.0099, 0.0079
1540, 0.0085, 0.0079
1560, 0.0096, 0.0089
1580, 0.0110, 0.0078
1600, 0.0093, 0.0086
1620, 0.0111, 0.0079
1640, 0.0104, 0.0079
1660, 0.0094, 0.0078
1680, 0.0109, 0.0087
1700, 0.0112, 0.0081
1720, 0.0097, 0.0086
1740, 0.0099, 0.0081
1760, 0.0096, 0.0084
1780, 0.0106, 0.0082
1800, 0.0095, 0.0086
1820, 0.0094, 0.0078
1840, 0.0089, 0.0079
1860, 0.0088, 0.0082
1880, 0.0098, 0.0087
1900, 0.0083, 0.0080
1920, 0.0102, 0.0076
1940, 0.0090, 0.0076
1960, 0.0106, 0.0077
1980, 0.0108, 0.0079
2000, 0.0096, 0.0079
