Epoch, train Loss, test loss
1, 1.3374, 1.6232
20, 0.4695, 0.1106
40, 0.1024, 0.0770
60, 0.0860, 0.0688
80, 0.0753, 0.0619
100, 0.0725, 0.0541
120, 0.0663, 0.0484
140, 0.0582, 0.0431
160, 0.0618, 0.0391
180, 0.0574, 0.0348
200, 0.0604, 0.0337
220, 0.0531, 0.0361
240, 0.0518, 0.0381
260, 0.0502, 0.0330
280, 0.0561, 0.0362
300, 0.0541, 0.0343
320, 0.0531, 0.0330
340, 0.0549, 0.0330
360, 0.0489, 0.0321
380, 0.0501, 0.0334
400, 0.0521, 0.0339
420, 0.0534, 0.0335
440, 0.0495, 0.0335
460, 0.0491, 0.0320
480, 0.0529, 0.0349
500, 0.0523, 0.0321
520, 0.0531, 0.0323
540, 0.0533, 0.0347
