Epoch, train Loss, test loss
1, 1.3576, 1.5000
20, 0.4759, 0.2206
40, 0.0933, 0.1267
60, 0.0433, 0.1211
80, 0.0220, 0.1068
100, 0.0152, 0.1036
120, 0.0145, 0.1007
140, 0.0122, 0.0959
160, 0.0122, 0.0985
180, 0.0112, 0.0937
200, 0.0123, 0.0954
220, 0.0104, 0.0923
240, 0.0105, 0.0947
260, 0.0098, 0.0959
280, 0.0090, 0.0918
300, 0.0099, 0.0847
320, 0.0094, 0.0854
340, 0.0091, 0.0814
360, 0.0100, 0.0846
380, 0.0083, 0.0864
400, 0.0083, 0.0843
420, 0.0089, 0.0804
440, 0.0082, 0.0839
460, 0.0071, 0.0839
480, 0.0081, 0.0815
500, 0.0073, 0.0810
520, 0.0090, 0.0833
