Epoch, train Loss, test loss
1, 0.9909, 1.1281
20, 0.3510, 0.1049
40, 0.0956, 0.0716
60, 0.0797, 0.0605
80, 0.0679, 0.0467
100, 0.0643, 0.0360
120, 0.0550, 0.0326
140, 0.0537, 0.0324
160, 0.0538, 0.0318
180, 0.0511, 0.0305
200, 0.0501, 0.0322
220, 0.0507, 0.0318
240, 0.0505, 0.0308
260, 0.0517, 0.0311
280, 0.0509, 0.0323
300, 0.0529, 0.0316
320, 0.0524, 0.0313
340, 0.0512, 0.0316
360, 0.0501, 0.0318
380, 0.0522, 0.0318
400, 0.0515, 0.0313
420, 0.0485, 0.0315
440, 0.0530, 0.0326
460, 0.0525, 0.0318
480, 0.0521, 0.0311
500, 0.0543, 0.0320
520, 0.0541, 0.0335
