Epoch, train Loss, test loss
1, 1.1583, 1.4979
20, 0.4971, 0.2096
40, 0.0929, 0.1025
60, 0.0483, 0.0916
80, 0.0239, 0.0848
100, 0.0154, 0.0769
120, 0.0137, 0.0799
140, 0.0139, 0.0795
160, 0.0114, 0.0778
180, 0.0106, 0.0695
200, 0.0116, 0.0748
220, 0.0106, 0.0727
240, 0.0125, 0.0676
260, 0.0097, 0.0687
280, 0.0099, 0.0664
300, 0.0090, 0.0692
320, 0.0107, 0.0678
340, 0.0096, 0.0646
360, 0.0084, 0.0662
380, 0.0089, 0.0689
400, 0.0115, 0.0688
420, 0.0105, 0.0639
440, 0.0073, 0.0625
460, 0.0080, 0.0615
480, 0.0097, 0.0618
500, 0.0084, 0.0616
520, 0.0083, 0.0622
