Epoch, train Loss, test loss
1, 0.9763, 1.1548
20, 0.4455, 0.1579
40, 0.1032, 0.0610
60, 0.0635, 0.0349
80, 0.0524, 0.0345
100, 0.0544, 0.0352
120, 0.0523, 0.0351
140, 0.0528, 0.0395
160, 0.0528, 0.0328
180, 0.0509, 0.0317
200, 0.0509, 0.0365
220, 0.0514, 0.0306
240, 0.0512, 0.0367
260, 0.0521, 0.0334
280, 0.0514, 0.0317
300, 0.0534, 0.0329
320, 0.0527, 0.0327
340, 0.0530, 0.0349
360, 0.0512, 0.0319
380, 0.0530, 0.0312
400, 0.0520, 0.0338
420, 0.0484, 0.0328
440, 0.0535, 0.0314
460, 0.0529, 0.0313
480, 0.0526, 0.0319
500, 0.0541, 0.0348
520, 0.0549, 0.0309
540, 0.0527, 0.0296
560, 0.0563, 0.0331
580, 0.0518, 0.0338
