Epoch, train Loss, test loss
1, 0.7585, 0.7843
20, 0.2118, 0.0666
40, 0.0669, 0.0460
60, 0.0536, 0.0392
80, 0.0460, 0.0370
100, 0.0413, 0.0361
120, 0.0453, 0.0359
140, 0.0413, 0.0379
160, 0.0406, 0.0377
180, 0.0407, 0.0369
200, 0.0418, 0.0363
220, 0.0399, 0.0371
240, 0.0349, 0.0331
260, 0.0309, 0.0348
280, 0.0315, 0.0361
300, 0.0298, 0.0376
320, 0.0234, 0.0353
340, 0.0216, 0.0412
360, 0.0169, 0.0488
380, 0.0172, 0.0365
400, 0.0160, 0.0336
420, 0.0132, 0.0353
440, 0.0117, 0.0395
460, 0.0111, 0.0309
480, 0.0097, 0.0323
500, 0.0109, 0.0384
520, 0.0102, 0.0317
540, 0.0092, 0.0326
560, 0.0098, 0.0314
580, 0.0087, 0.0327
600, 0.0101, 0.0302
620, 0.0116, 0.0311
640, 0.0106, 0.0307
660, 0.0093, 0.0359
