Epoch, train Loss, test loss
1, 0.5787, 0.7180
20, 0.2277, 0.0907
40, 0.0888, 0.0752
60, 0.0817, 0.0585
80, 0.0632, 0.0393
100, 0.0532, 0.0314
120, 0.0585, 0.0318
140, 0.0534, 0.0315
160, 0.0480, 0.0316
180, 0.0520, 0.0318
200, 0.0516, 0.0324
220, 0.0542, 0.0340
240, 0.0513, 0.0320
260, 0.0448, 0.0293
280, 0.0463, 0.0314
300, 0.0611, 0.0362
320, 0.0503, 0.0316
340, 0.0561, 0.0328
360, 0.0482, 0.0301
380, 0.0576, 0.0337
400, 0.0553, 0.0321
420, 0.0531, 0.0325
440, 0.0518, 0.0357
460, 0.0503, 0.0304
480, 0.0517, 0.0332
500, 0.0526, 0.0336
520, 0.0443, 0.0303
540, 0.0549, 0.0334
