Epoch, train Loss, test loss
1, 0.8755, 1.1297
20, 0.3430, 0.1125
40, 0.0910, 0.0704
60, 0.0813, 0.0604
80, 0.0673, 0.0502
100, 0.0599, 0.0416
120, 0.0644, 0.0368
140, 0.0572, 0.0347
160, 0.0515, 0.0337
180, 0.0550, 0.0332
200, 0.0532, 0.0330
220, 0.0533, 0.0334
240, 0.0522, 0.0332
260, 0.0456, 0.0305
280, 0.0465, 0.0312
300, 0.0610, 0.0355
320, 0.0498, 0.0324
340, 0.0562, 0.0328
360, 0.0485, 0.0311
380, 0.0577, 0.0334
400, 0.0554, 0.0328
420, 0.0529, 0.0325
440, 0.0516, 0.0353
460, 0.0500, 0.0310
480, 0.0517, 0.0332
500, 0.0526, 0.0343
520, 0.0445, 0.0311
