Epoch, train Loss, test loss
1, 0.4225, 0.3782
20, 0.1465, 0.0678
40, 0.0398, 0.0390
60, 0.0162, 0.0325
80, 0.0120, 0.0297
100, 0.0102, 0.0272
120, 0.0095, 0.0246
140, 0.0095, 0.0240
160, 0.0086, 0.0236
180, 0.0087, 0.0227
200, 0.0085, 0.0220
220, 0.0078, 0.0210
240, 0.0075, 0.0202
260, 0.0076, 0.0204
280, 0.0074, 0.0205
300, 0.0074, 0.0206
320, 0.0086, 0.0197
340, 0.0070, 0.0186
360, 0.0070, 0.0179
380, 0.0069, 0.0178
400, 0.0070, 0.0179
420, 0.0082, 0.0196
440, 0.0078, 0.0181
460, 0.0076, 0.0182
480, 0.0071, 0.0166
500, 0.0080, 0.0164
520, 0.0070, 0.0162
540, 0.0074, 0.0167
560, 0.0067, 0.0162
580, 0.0079, 0.0170
600, 0.0074, 0.0167
620, 0.0067, 0.0158
640, 0.0075, 0.0154
660, 0.0071, 0.0153
680, 0.0071, 0.0157
700, 0.0066, 0.0155
720, 0.0070, 0.0158
740, 0.0074, 0.0155
760, 0.0075, 0.0155
780, 0.0065, 0.0155
800, 0.0071, 0.0152
820, 0.0062, 0.0143
840, 0.0080, 0.0144
860, 0.0081, 0.0159
880, 0.0079, 0.0138
900, 0.0065, 0.0137
920, 0.0069, 0.0130
940, 0.0069, 0.0133
960, 0.0067, 0.0142
980, 0.0066, 0.0134
1000, 0.0080, 0.0129
1020, 0.0072, 0.0135
1040, 0.0069, 0.0129
1060, 0.0079, 0.0138
1080, 0.0061, 0.0121
1100, 0.0069, 0.0116
1120, 0.0064, 0.0113
1140, 0.0063, 0.0114
1160, 0.0067, 0.0119
1180, 0.0075, 0.0112
1200, 0.0069, 0.0107
1220, 0.0079, 0.0138
1240, 0.0072, 0.0125
1260, 0.0083, 0.0122
1280, 0.0069, 0.0115
1300, 0.0057, 0.0122
1320, 0.0063, 0.0109
1340, 0.0061, 0.0113
1360, 0.0069, 0.0110
1380, 0.0065, 0.0110
1400, 0.0063, 0.0110
1420, 0.0067, 0.0109
1440, 0.0063, 0.0128
1460, 0.0066, 0.0120
1480, 0.0055, 0.0126
1500, 0.0059, 0.0121
1520, 0.0063, 0.0127
1540, 0.0054, 0.0125
1560, 0.0065, 0.0126
1580, 0.0069, 0.0134
1600, 0.0060, 0.0122
1620, 0.0070, 0.0125
1640, 0.0066, 0.0128
1660, 0.0063, 0.0126
1680, 0.0064, 0.0123
1700, 0.0064, 0.0132
1720, 0.0063, 0.0123
1740, 0.0058, 0.0123
1760, 0.0055, 0.0126
1780, 0.0061, 0.0125
1800, 0.0057, 0.0133
1820, 0.0058, 0.0109
1840, 0.0055, 0.0122
1860, 0.0056, 0.0115
1880, 0.0063, 0.0131
1900, 0.0050, 0.0126
1920, 0.0062, 0.0138
1940, 0.0055, 0.0112
1960, 0.0065, 0.0130
1980, 0.0060, 0.0128
2000, 0.0059, 0.0112
