Epoch, train Loss, test loss
1, 0.7482, 0.5631
20, 0.1778, 0.0605
40, 0.0410, 0.0335
60, 0.0259, 0.0219
80, 0.0187, 0.0176
100, 0.0176, 0.0156
120, 0.0155, 0.0145
140, 0.0140, 0.0135
160, 0.0147, 0.0129
180, 0.0152, 0.0125
200, 0.0127, 0.0113
220, 0.0132, 0.0112
240, 0.0117, 0.0108
260, 0.0125, 0.0113
280, 0.0119, 0.0099
300, 0.0121, 0.0104
320, 0.0116, 0.0099
340, 0.0116, 0.0099
360, 0.0115, 0.0098
380, 0.0130, 0.0100
400, 0.0110, 0.0088
420, 0.0100, 0.0088
440, 0.0108, 0.0091
460, 0.0120, 0.0090
480, 0.0109, 0.0089
500, 0.0117, 0.0086
520, 0.0115, 0.0096
540, 0.0109, 0.0092
560, 0.0107, 0.0086
580, 0.0115, 0.0084
600, 0.0103, 0.0092
620, 0.0117, 0.0083
640, 0.0106, 0.0082
660, 0.0103, 0.0089
680, 0.0105, 0.0086
700, 0.0102, 0.0079
720, 0.0103, 0.0080
740, 0.0096, 0.0084
760, 0.0099, 0.0078
780, 0.0118, 0.0079
800, 0.0105, 0.0085
820, 0.0106, 0.0084
840, 0.0110, 0.0082
860, 0.0106, 0.0083
880, 0.0107, 0.0084
900, 0.0107, 0.0088
920, 0.0093, 0.0077
940, 0.0099, 0.0079
960, 0.0103, 0.0078
980, 0.0106, 0.0092
1000, 0.0111, 0.0083
1020, 0.0094, 0.0079
1040, 0.0096, 0.0078
1060, 0.0119, 0.0080
1080, 0.0102, 0.0079
1100, 0.0107, 0.0086
1120, 0.0109, 0.0090
1140, 0.0106, 0.0078
1160, 0.0095, 0.0075
1180, 0.0106, 0.0077
1200, 0.0095, 0.0077
1220, 0.0095, 0.0076
1240, 0.0104, 0.0096
1260, 0.0099, 0.0091
1280, 0.0103, 0.0077
1300, 0.0094, 0.0077
1320, 0.0102, 0.0093
1340, 0.0108, 0.0093
1360, 0.0093, 0.0086
1380, 0.0103, 0.0075
1400, 0.0104, 0.0076
1420, 0.0096, 0.0074
1440, 0.0096, 0.0083
1460, 0.0099, 0.0075
1480, 0.0103, 0.0077
1500, 0.0104, 0.0076
1520, 0.0100, 0.0081
1540, 0.0112, 0.0083
1560, 0.0102, 0.0090
1580, 0.0107, 0.0078
1600, 0.0104, 0.0079
1620, 0.0096, 0.0076
1640, 0.0094, 0.0075
1660, 0.0103, 0.0076
1680, 0.0100, 0.0075
1700, 0.0100, 0.0087
1720, 0.0108, 0.0074
1740, 0.0094, 0.0076
1760, 0.0102, 0.0076
1780, 0.0097, 0.0086
1800, 0.0091, 0.0074
1820, 0.0105, 0.0073
1840, 0.0103, 0.0077
1860, 0.0104, 0.0075
1880, 0.0090, 0.0074
1900, 0.0100, 0.0084
1920, 0.0094, 0.0076
1940, 0.0090, 0.0102
1960, 0.0112, 0.0078
1980, 0.0100, 0.0086
2000, 0.0095, 0.0074
