Epoch, train Loss, test loss
1, 0.9909, 1.1295
20, 0.3529, 0.1165
40, 0.0960, 0.0706
60, 0.0794, 0.0614
80, 0.0689, 0.0496
100, 0.0662, 0.0412
120, 0.0567, 0.0365
140, 0.0554, 0.0348
160, 0.0564, 0.0344
180, 0.0537, 0.0324
200, 0.0512, 0.0327
220, 0.0511, 0.0327
240, 0.0507, 0.0315
260, 0.0520, 0.0319
280, 0.0507, 0.0331
300, 0.0533, 0.0324
320, 0.0527, 0.0317
340, 0.0512, 0.0319
360, 0.0502, 0.0323
380, 0.0524, 0.0324
400, 0.0517, 0.0318
420, 0.0484, 0.0318
440, 0.0529, 0.0328
460, 0.0526, 0.0321
480, 0.0523, 0.0315
500, 0.0543, 0.0323
520, 0.0541, 0.0337
