Epoch, train Loss, test loss
1, 0.6047, 0.7181
20, 0.2306, 0.0915
40, 0.0942, 0.0754
60, 0.0800, 0.0595
80, 0.0636, 0.0386
100, 0.0573, 0.0313
120, 0.0533, 0.0327
140, 0.0458, 0.0297
160, 0.0555, 0.0331
180, 0.0519, 0.0306
200, 0.0563, 0.0328
220, 0.0524, 0.0337
240, 0.0510, 0.0314
260, 0.0484, 0.0321
280, 0.0550, 0.0336
300, 0.0526, 0.0318
320, 0.0514, 0.0323
340, 0.0532, 0.0309
360, 0.0482, 0.0310
380, 0.0492, 0.0319
400, 0.0512, 0.0330
420, 0.0534, 0.0327
440, 0.0483, 0.0303
460, 0.0485, 0.0300
480, 0.0526, 0.0331
500, 0.0512, 0.0311
520, 0.0523, 0.0317
540, 0.0529, 0.0337
