Epoch, train Loss, test loss
1, 1.2785, 1.6042
20, 0.4348, 0.1048
40, 0.1007, 0.0741
60, 0.0812, 0.0584
80, 0.0640, 0.0411
100, 0.0535, 0.0312
120, 0.0579, 0.0311
140, 0.0531, 0.0318
160, 0.0480, 0.0319
180, 0.0520, 0.0319
200, 0.0517, 0.0323
220, 0.0541, 0.0343
240, 0.0516, 0.0318
260, 0.0447, 0.0293
280, 0.0466, 0.0316
300, 0.0611, 0.0362
320, 0.0504, 0.0316
340, 0.0562, 0.0328
360, 0.0483, 0.0301
380, 0.0578, 0.0337
400, 0.0553, 0.0318
420, 0.0532, 0.0330
440, 0.0519, 0.0362
460, 0.0505, 0.0307
480, 0.0519, 0.0336
500, 0.0527, 0.0330
520, 0.0442, 0.0303
540, 0.0550, 0.0341
