Epoch, train Loss, test loss
1, 0.8782, 0.2635
20, 0.2027, 0.0781
40, 0.0649, 0.0325
60, 0.0539, 0.0317
80, 0.0504, 0.0322
100, 0.0515, 0.0316
120, 0.0528, 0.0332
140, 0.0457, 0.0301
160, 0.0558, 0.0327
180, 0.0518, 0.0306
200, 0.0561, 0.0328
220, 0.0524, 0.0356
240, 0.0509, 0.0314
260, 0.0481, 0.0315
280, 0.0543, 0.0378
300, 0.0505, 0.0368
320, 0.0486, 0.0388
340, 0.0488, 0.0383
360, 0.0416, 0.0425
380, 0.0392, 0.0431
400, 0.0371, 0.0382
420, 0.0331, 0.0349
440, 0.0319, 0.0329
460, 0.0280, 0.0329
480, 0.0276, 0.0312
500, 0.0250, 0.0338
520, 0.0263, 0.0391
