Epoch, train Loss, test loss
1, 0.6857, 1.0326
20, 0.2990, 0.3107
40, 0.0930, 0.1682
60, 0.0559, 0.1222
80, 0.0416, 0.0941
100, 0.0344, 0.0671
120, 0.0296, 0.0520
140, 0.0236, 0.0341
160, 0.0203, 0.0304
180, 0.0168, 0.0244
200, 0.0183, 0.0223
220, 0.0189, 0.0209
240, 0.0175, 0.0194
260, 0.0162, 0.0180
280, 0.0175, 0.0177
300, 0.0169, 0.0175
320, 0.0172, 0.0168
340, 0.0146, 0.0163
360, 0.0163, 0.0167
380, 0.0142, 0.0156
400, 0.0161, 0.0159
420, 0.0137, 0.0150
440, 0.0142, 0.0150
460, 0.0133, 0.0148
480, 0.0126, 0.0145
500, 0.0127, 0.0144
520, 0.0141, 0.0139
540, 0.0130, 0.0137
560, 0.0146, 0.0132
580, 0.0137, 0.0130
600, 0.0118, 0.0132
620, 0.0140, 0.0124
640, 0.0144, 0.0123
660, 0.0110, 0.0119
680, 0.0126, 0.0117
700, 0.0121, 0.0116
720, 0.0117, 0.0115
740, 0.0114, 0.0113
760, 0.0111, 0.0108
780, 0.0121, 0.0110
800, 0.0102, 0.0108
820, 0.0127, 0.0108
840, 0.0139, 0.0106
860, 0.0111, 0.0105
880, 0.0108, 0.0103
900, 0.0112, 0.0103
920, 0.0124, 0.0103
940, 0.0108, 0.0102
960, 0.0101, 0.0100
980, 0.0132, 0.0099
1000, 0.0111, 0.0098
1020, 0.0107, 0.0097
1040, 0.0118, 0.0095
1060, 0.0119, 0.0097
1080, 0.0105, 0.0098
1100, 0.0101, 0.0096
1120, 0.0117, 0.0104
1140, 0.0115, 0.0096
1160, 0.0115, 0.0093
1180, 0.0098, 0.0092
1200, 0.0124, 0.0093
1220, 0.0110, 0.0102
1240, 0.0092, 0.0092
1260, 0.0104, 0.0092
1280, 0.0110, 0.0096
1300, 0.0107, 0.0091
1320, 0.0110, 0.0092
1340, 0.0119, 0.0093
1360, 0.0090, 0.0098
1380, 0.0085, 0.0090
1400, 0.0103, 0.0092
1420, 0.0108, 0.0090
1440, 0.0105, 0.0092
1460, 0.0112, 0.0092
1480, 0.0103, 0.0094
1500, 0.0101, 0.0098
1520, 0.0105, 0.0089
1540, 0.0100, 0.0088
1560, 0.0081, 0.0087
1580, 0.0103, 0.0094
1600, 0.0106, 0.0098
1620, 0.0093, 0.0088
1640, 0.0085, 0.0090
1660, 0.0080, 0.0088
1680, 0.0134, 0.0087
1700, 0.0109, 0.0088
1720, 0.0114, 0.0088
1740, 0.0119, 0.0094
1760, 0.0116, 0.0087
1780, 0.0105, 0.0088
1800, 0.0080, 0.0087
1820, 0.0104, 0.0091
1840, 0.0100, 0.0088
1860, 0.0094, 0.0091
1880, 0.0114, 0.0090
1900, 0.0101, 0.0085
1920, 0.0097, 0.0086
1940, 0.0103, 0.0086
1960, 0.0113, 0.0086
1980, 0.0116, 0.0088
2000, 0.0113, 0.0085
