Epoch, train Loss, test loss
1, 1.0507, 1.3918
20, 0.4509, 0.9265
40, 0.1272, 0.7204
60, 0.0755, 0.7250
80, 0.0504, 0.7163
100, 0.0433, 0.7077
120, 0.0451, 0.6948
140, 0.0373, 0.7052
160, 0.0337, 0.7004
180, 0.0342, 0.6835
200, 0.0334, 0.7081
220, 0.0312, 0.6941
240, 0.0270, 0.6797
260, 0.0265, 0.6942
280, 0.0273, 0.6817
300, 0.0287, 0.6696
320, 0.0272, 0.6699
340, 0.0252, 0.6670
360, 0.0215, 0.6615
380, 0.0253, 0.6686
400, 0.0216, 0.6711
420, 0.0185, 0.6750
440, 0.0160, 0.6920
460, 0.0178, 0.6787
480, 0.0158, 0.6650
500, 0.0152, 0.6470
520, 0.0131, 0.6408
