Epoch, train Loss, test loss
1, 0.6960, 0.7796
20, 0.2473, 0.0798
40, 0.0840, 0.0637
60, 0.0688, 0.0421
80, 0.0546, 0.0302
100, 0.0557, 0.0326
120, 0.0511, 0.0337
140, 0.0505, 0.0355
160, 0.0501, 0.0369
180, 0.0480, 0.0383
200, 0.0472, 0.0409
220, 0.0472, 0.0416
240, 0.0463, 0.0430
260, 0.0466, 0.0429
280, 0.0453, 0.0440
300, 0.0466, 0.0471
320, 0.0459, 0.0445
340, 0.0447, 0.0471
360, 0.0429, 0.0448
380, 0.0436, 0.0453
400, 0.0429, 0.0421
420, 0.0409, 0.0424
440, 0.0433, 0.0412
460, 0.0438, 0.0399
480, 0.0433, 0.0352
500, 0.0423, 0.0395
520, 0.0415, 0.0387
