Epoch, train Loss, test loss
1, 0.8364, 0.9470
20, 0.2163, 0.0740
40, 0.0614, 0.0382
60, 0.0578, 0.0345
80, 0.0545, 0.0335
100, 0.0502, 0.0315
120, 0.0553, 0.0313
140, 0.0530, 0.0333
160, 0.0483, 0.0306
180, 0.0522, 0.0333
200, 0.0519, 0.0319
220, 0.0539, 0.0350
240, 0.0519, 0.0319
260, 0.0448, 0.0298
280, 0.0468, 0.0314
300, 0.0616, 0.0388
320, 0.0510, 0.0315
340, 0.0564, 0.0340
360, 0.0485, 0.0302
380, 0.0579, 0.0334
400, 0.0554, 0.0322
420, 0.0532, 0.0338
440, 0.0518, 0.0347
460, 0.0504, 0.0327
480, 0.0520, 0.0330
500, 0.0527, 0.0333
520, 0.0439, 0.0299
540, 0.0546, 0.0362
