Epoch, train Loss, test loss
1, 0.6047, 0.7298
20, 0.2389, 0.1146
40, 0.0989, 0.0848
60, 0.0869, 0.0726
80, 0.0775, 0.0646
100, 0.0738, 0.0572
120, 0.0673, 0.0505
140, 0.0582, 0.0439
160, 0.0614, 0.0401
180, 0.0575, 0.0378
200, 0.0616, 0.0368
220, 0.0547, 0.0368
240, 0.0524, 0.0346
260, 0.0497, 0.0348
280, 0.0564, 0.0351
300, 0.0549, 0.0344
320, 0.0529, 0.0337
340, 0.0541, 0.0331
360, 0.0492, 0.0323
380, 0.0496, 0.0327
400, 0.0514, 0.0340
420, 0.0532, 0.0336
440, 0.0488, 0.0324
460, 0.0488, 0.0313
480, 0.0525, 0.0329
500, 0.0514, 0.0328
520, 0.0527, 0.0319
