Epoch, train Loss, test loss
1, 1.1535, 1.4389
20, 0.4698, 0.1176
40, 0.0924, 0.0741
60, 0.0740, 0.0565
80, 0.0672, 0.0532
100, 0.0670, 0.0502
120, 0.0634, 0.0476
140, 0.0576, 0.0445
160, 0.0623, 0.0423
180, 0.0593, 0.0405
200, 0.0636, 0.0392
220, 0.0562, 0.0384
240, 0.0538, 0.0366
260, 0.0511, 0.0360
280, 0.0575, 0.0360
300, 0.0563, 0.0351
320, 0.0541, 0.0346
340, 0.0552, 0.0337
360, 0.0502, 0.0328
380, 0.0501, 0.0328
400, 0.0517, 0.0337
420, 0.0532, 0.0336
440, 0.0491, 0.0326
460, 0.0491, 0.0316
480, 0.0525, 0.0324
500, 0.0514, 0.0327
520, 0.0529, 0.0320
