Epoch, train Loss, test loss
1, 0.7212, 0.8306
20, 0.2327, 0.1524
40, 0.0722, 0.1172
60, 0.0570, 0.1029
80, 0.0468, 0.1040
100, 0.0419, 0.1024
120, 0.0445, 0.0995
140, 0.0415, 0.0939
160, 0.0395, 0.0905
180, 0.0402, 0.0881
200, 0.0419, 0.0846
220, 0.0410, 0.0826
240, 0.0377, 0.0807
260, 0.0348, 0.0805
280, 0.0368, 0.0805
300, 0.0438, 0.0798
320, 0.0366, 0.0778
340, 0.0359, 0.0769
360, 0.0314, 0.0787
380, 0.0342, 0.0789
400, 0.0281, 0.0764
420, 0.0221, 0.0734
440, 0.0167, 0.0671
460, 0.0152, 0.0689
480, 0.0128, 0.0634
500, 0.0131, 0.0706
520, 0.0136, 0.0753
540, 0.0116, 0.0709
560, 0.0105, 0.0650
580, 0.0091, 0.0661
600, 0.0093, 0.0641
620, 0.0082, 0.0674
640, 0.0084, 0.0673
660, 0.0083, 0.0641
680, 0.0080, 0.0640
700, 0.0079, 0.0648
720, 0.0067, 0.0698
740, 0.0075, 0.0670
760, 0.0071, 0.0646
780, 0.0078, 0.0650
800, 0.0066, 0.0619
820, 0.0074, 0.0630
840, 0.0085, 0.0641
860, 0.0070, 0.0596
880, 0.0083, 0.0673
900, 0.0082, 0.0629
920, 0.0061, 0.0679
940, 0.0075, 0.0615
960, 0.0079, 0.0616
980, 0.0067, 0.0626
1000, 0.0069, 0.0626
1020, 0.0064, 0.0616
1040, 0.0095, 0.0639
1060, 0.0065, 0.0638
1080, 0.0063, 0.0629
1100, 0.0061, 0.0589
1120, 0.0058, 0.0592
1140, 0.0080, 0.0619
1160, 0.0072, 0.0638
1180, 0.0068, 0.0642
1200, 0.0073, 0.0630
1220, 0.0074, 0.0605
1240, 0.0069, 0.0604
1260, 0.0063, 0.0634
1280, 0.0073, 0.0574
1300, 0.0071, 0.0633
1320, 0.0074, 0.0589
1340, 0.0066, 0.0651
1360, 0.0059, 0.0630
1380, 0.0058, 0.0594
1400, 0.0061, 0.0591
1420, 0.0057, 0.0650
1440, 0.0072, 0.0597
1460, 0.0063, 0.0661
1480, 0.0073, 0.0585
1500, 0.0053, 0.0576
1520, 0.0058, 0.0581
1540, 0.0058, 0.0627
1560, 0.0065, 0.0579
1580, 0.0064, 0.0576
1600, 0.0064, 0.0634
1620, 0.0063, 0.0619
1640, 0.0063, 0.0569
1660, 0.0043, 0.0596
1680, 0.0065, 0.0571
1700, 0.0061, 0.0586
1720, 0.0075, 0.0568
1740, 0.0076, 0.0591
1760, 0.0075, 0.0594
1780, 0.0082, 0.0576
1800, 0.0064, 0.0548
1820, 0.0075, 0.0664
1840, 0.0068, 0.0584
1860, 0.0073, 0.0609
1880, 0.0066, 0.0555
1900, 0.0077, 0.0574
1920, 0.0064, 0.0551
1940, 0.0067, 0.0617
1960, 0.0078, 0.0579
1980, 0.0076, 0.0597
2000, 0.0065, 0.0577
