Epoch, train Loss, test loss
1, 0.9004, 1.1428
20, 0.3344, 0.1208
40, 0.0828, 0.0454
60, 0.0576, 0.0343
80, 0.0499, 0.0323
100, 0.0498, 0.0325
120, 0.0501, 0.0331
140, 0.0429, 0.0318
160, 0.0512, 0.0316
180, 0.0463, 0.0332
200, 0.0490, 0.0335
220, 0.0439, 0.0343
240, 0.0408, 0.0342
260, 0.0370, 0.0322
280, 0.0378, 0.0316
300, 0.0334, 0.0328
320, 0.0321, 0.0317
340, 0.0330, 0.0310
360, 0.0285, 0.0312
380, 0.0270, 0.0326
400, 0.0280, 0.0311
420, 0.0271, 0.0347
440, 0.0279, 0.0324
460, 0.0240, 0.0324
480, 0.0228, 0.0320
500, 0.0208, 0.0334
520, 0.0224, 0.0334
