Epoch, train Loss, test loss
1, 0.7212, 0.8408
20, 0.2478, 0.1394
40, 0.0789, 0.0903
60, 0.0728, 0.0701
80, 0.0640, 0.0586
100, 0.0602, 0.0514
120, 0.0651, 0.0445
140, 0.0566, 0.0399
160, 0.0514, 0.0386
180, 0.0542, 0.0369
200, 0.0521, 0.0354
220, 0.0505, 0.0339
240, 0.0507, 0.0335
260, 0.0445, 0.0324
280, 0.0451, 0.0322
300, 0.0584, 0.0354
320, 0.0463, 0.0330
340, 0.0527, 0.0332
360, 0.0461, 0.0321
380, 0.0554, 0.0335
400, 0.0529, 0.0337
420, 0.0502, 0.0336
440, 0.0488, 0.0344
460, 0.0472, 0.0314
480, 0.0486, 0.0330
500, 0.0494, 0.0334
520, 0.0423, 0.0316
