Epoch, train Loss, test loss
1, 0.9154, 1.1297
20, 0.3478, 0.1143
40, 0.0971, 0.0706
60, 0.0806, 0.0622
80, 0.0686, 0.0508
100, 0.0644, 0.0417
120, 0.0583, 0.0367
140, 0.0507, 0.0335
160, 0.0576, 0.0341
180, 0.0544, 0.0332
200, 0.0584, 0.0333
220, 0.0527, 0.0341
240, 0.0508, 0.0323
260, 0.0487, 0.0329
280, 0.0551, 0.0335
300, 0.0534, 0.0330
320, 0.0517, 0.0323
340, 0.0533, 0.0318
360, 0.0485, 0.0310
380, 0.0491, 0.0319
400, 0.0511, 0.0336
420, 0.0532, 0.0330
440, 0.0484, 0.0313
460, 0.0484, 0.0303
480, 0.0525, 0.0329
500, 0.0513, 0.0319
520, 0.0524, 0.0312
