Epoch, train Loss, test loss
1, 0.9584, 1.2824
20, 0.5442, 0.1095
40, 0.0978, 0.0686
60, 0.0873, 0.0628
80, 0.0764, 0.0580
100, 0.0684, 0.0498
120, 0.0719, 0.0407
140, 0.0602, 0.0339
160, 0.0524, 0.0317
180, 0.0553, 0.0311
200, 0.0528, 0.0312
220, 0.0535, 0.0324
240, 0.0515, 0.0325
260, 0.0450, 0.0300
280, 0.0463, 0.0302
300, 0.0612, 0.0336
320, 0.0494, 0.0326
340, 0.0560, 0.0322
360, 0.0481, 0.0308
380, 0.0575, 0.0325
400, 0.0552, 0.0323
420, 0.0530, 0.0319
440, 0.0516, 0.0344
460, 0.0499, 0.0315
480, 0.0518, 0.0322
500, 0.0525, 0.0333
520, 0.0444, 0.0315
540, 0.0547, 0.0317
560, 0.0552, 0.0337
