Epoch, train Loss, test loss
1, 1.0824, 1.2824
20, 0.5555, 0.1107
40, 0.1029, 0.0691
60, 0.0863, 0.0630
80, 0.0776, 0.0578
100, 0.0766, 0.0494
120, 0.0631, 0.0405
140, 0.0583, 0.0339
160, 0.0576, 0.0318
180, 0.0531, 0.0306
200, 0.0506, 0.0314
220, 0.0507, 0.0320
240, 0.0505, 0.0309
260, 0.0517, 0.0312
280, 0.0508, 0.0325
300, 0.0531, 0.0318
320, 0.0524, 0.0314
340, 0.0512, 0.0314
360, 0.0501, 0.0321
380, 0.0522, 0.0318
400, 0.0515, 0.0313
420, 0.0484, 0.0317
440, 0.0529, 0.0325
460, 0.0525, 0.0317
480, 0.0522, 0.0312
500, 0.0543, 0.0317
520, 0.0541, 0.0334
