Epoch, train Loss, test loss
1, 1.2785, 1.6045
20, 0.4352, 0.1031
40, 0.1005, 0.0742
60, 0.0811, 0.0583
80, 0.0641, 0.0418
100, 0.0539, 0.0320
120, 0.0582, 0.0314
140, 0.0532, 0.0319
160, 0.0481, 0.0321
180, 0.0521, 0.0318
200, 0.0517, 0.0325
220, 0.0540, 0.0342
240, 0.0516, 0.0321
260, 0.0448, 0.0293
280, 0.0465, 0.0316
300, 0.0611, 0.0362
320, 0.0503, 0.0317
340, 0.0562, 0.0329
360, 0.0483, 0.0302
380, 0.0578, 0.0339
400, 0.0553, 0.0321
420, 0.0532, 0.0328
440, 0.0519, 0.0362
460, 0.0504, 0.0306
480, 0.0518, 0.0335
500, 0.0527, 0.0333
520, 0.0442, 0.0304
540, 0.0549, 0.0339
