Epoch, train Loss, test loss
1, 0.9909, 1.1282
20, 0.3511, 0.1055
40, 0.0956, 0.0714
60, 0.0795, 0.0603
80, 0.0679, 0.0469
100, 0.0645, 0.0368
120, 0.0551, 0.0331
140, 0.0540, 0.0327
160, 0.0543, 0.0323
180, 0.0515, 0.0307
200, 0.0502, 0.0322
220, 0.0507, 0.0320
240, 0.0505, 0.0309
260, 0.0517, 0.0313
280, 0.0508, 0.0325
300, 0.0530, 0.0318
320, 0.0525, 0.0313
340, 0.0512, 0.0317
360, 0.0501, 0.0319
380, 0.0522, 0.0319
400, 0.0515, 0.0314
420, 0.0484, 0.0315
440, 0.0529, 0.0327
460, 0.0525, 0.0319
480, 0.0522, 0.0312
500, 0.0543, 0.0321
520, 0.0541, 0.0336
