Epoch, train Loss, test loss
1, 0.8076, 0.6259
20, 0.1475, 0.0531
40, 0.0580, 0.0306
60, 0.0526, 0.0335
80, 0.0505, 0.0316
100, 0.0540, 0.0321
120, 0.0516, 0.0317
140, 0.0517, 0.0324
160, 0.0520, 0.0318
180, 0.0510, 0.0303
200, 0.0503, 0.0332
220, 0.0507, 0.0309
240, 0.0505, 0.0335
260, 0.0519, 0.0313
280, 0.0510, 0.0302
300, 0.0533, 0.0327
320, 0.0525, 0.0322
340, 0.0519, 0.0345
360, 0.0507, 0.0306
380, 0.0525, 0.0310
400, 0.0516, 0.0319
420, 0.0482, 0.0322
440, 0.0526, 0.0307
460, 0.0522, 0.0351
480, 0.0503, 0.0353
500, 0.0508, 0.0381
520, 0.0494, 0.0416
