Epoch, train Loss, test loss
1, 0.9838, 1.4713
20, 0.3828, 0.9680
40, 0.1215, 1.0360
60, 0.0850, 0.9977
80, 0.0626, 0.9811
100, 0.0555, 0.9928
120, 0.0564, 0.9739
140, 0.0464, 0.9680
160, 0.0431, 0.9691
180, 0.0430, 0.9615
200, 0.0443, 0.9550
220, 0.0412, 0.9572
240, 0.0367, 0.9437
260, 0.0357, 0.9414
280, 0.0364, 0.9627
300, 0.0408, 0.9462
320, 0.0355, 0.9537
340, 0.0361, 0.9450
360, 0.0315, 0.9398
380, 0.0399, 0.9488
400, 0.0346, 0.9325
420, 0.0317, 0.9368
440, 0.0302, 0.9307
460, 0.0295, 0.9361
480, 0.0297, 0.9269
500, 0.0288, 0.9202
520, 0.0264, 0.9229
540, 0.0283, 0.9195
560, 0.0280, 0.9260
580, 0.0254, 0.9124
600, 0.0269, 0.9146
620, 0.0232, 0.8996
640, 0.0237, 0.8994
660, 0.0263, 0.8970
680, 0.0223, 0.8983
700, 0.0230, 0.8802
720, 0.0193, 0.8890
740, 0.0203, 0.8990
760, 0.0190, 0.8915
780, 0.0204, 0.8759
800, 0.0193, 0.8673
820, 0.0185, 0.8595
840, 0.0182, 0.8771
860, 0.0175, 0.8681
880, 0.0175, 0.8614
900, 0.0172, 0.8685
920, 0.0145, 0.8594
940, 0.0150, 0.8575
960, 0.0155, 0.8365
980, 0.0144, 0.8414
1000, 0.0138, 0.8394
1020, 0.0148, 0.8243
1040, 0.0168, 0.8278
1060, 0.0142, 0.8217
1080, 0.0131, 0.8328
1100, 0.0122, 0.8164
1120, 0.0115, 0.8147
1140, 0.0145, 0.8210
1160, 0.0136, 0.8114
1180, 0.0119, 0.8071
1200, 0.0121, 0.8202
1220, 0.0137, 0.8030
1240, 0.0127, 0.7873
1260, 0.0116, 0.7834
1280, 0.0124, 0.7701
1300, 0.0120, 0.7670
1320, 0.0122, 0.7700
1340, 0.0110, 0.7701
1360, 0.0095, 0.7478
1380, 0.0101, 0.7669
1400, 0.0096, 0.7627
1420, 0.0093, 0.7633
1440, 0.0107, 0.7503
1460, 0.0094, 0.7558
1480, 0.0108, 0.7430
1500, 0.0085, 0.7417
1520, 0.0088, 0.7298
1540, 0.0094, 0.7354
1560, 0.0101, 0.7388
1580, 0.0095, 0.7199
1600, 0.0099, 0.7310
1620, 0.0093, 0.7088
1640, 0.0089, 0.7246
1660, 0.0071, 0.7151
1680, 0.0096, 0.7069
1700, 0.0085, 0.7087
1720, 0.0094, 0.6992
1740, 0.0101, 0.7165
1760, 0.0098, 0.7018
1780, 0.0103, 0.7024
1800, 0.0076, 0.6768
1820, 0.0088, 0.6847
1840, 0.0091, 0.6804
1860, 0.0094, 0.6818
1880, 0.0093, 0.6675
1900, 0.0097, 0.6772
1920, 0.0086, 0.6831
1940, 0.0088, 0.6518
1960, 0.0104, 0.6732
1980, 0.0101, 0.6624
2000, 0.0094, 0.6441
