iteration,L2O_q25,L2O_q50,L2O_q75
1,1.0,1.0,1.0
2,0.6671930402517319,0.7244684100151062,0.7668198049068451
3,0.31753451377153397,0.398127019405365,0.4750806614756584
4,0.1524312123656273,0.21346141397953033,0.2890806794166565
5,0.08194755017757416,0.11841224879026413,0.18108778446912766
6,0.044683193787932396,0.0716467909514904,0.11439047381281853
7,0.029333941638469696,0.04813036322593689,0.08236259780824184
8,0.020904669538140297,0.036151736974716187,0.06368794292211533
9,0.01648773066699505,0.030705290846526623,0.05870565678924322
10,0.014657918130978942,0.026526390574872494,0.05065739154815674
11,0.01331360312178731,0.024806205183267593,0.05079802591353655
12,0.012657882878556848,0.02312182355672121,0.048023718409240246
13,0.011800422798842192,0.022142399102449417,0.04649622645229101
14,0.010986136505380273,0.022667331621050835,0.04410181846469641
15,0.011216477956622839,0.020656153559684753,0.044436220079660416
16,0.01070530223660171,0.021256359294056892,0.044723023660480976
17,0.011326753068715334,0.02123289182782173,0.04346337914466858
18,0.010792749701067805,0.021462466567754745,0.042870321311056614
19,0.010164465056732297,0.02095700614154339,0.04448229447007179
20,0.010255899280309677,0.020882797427475452,0.04385343752801418
21,0.010598767315968871,0.021334473975002766,0.04743305500596762
22,0.010614196071401238,0.02134431805461645,0.043412079103291035
23,0.009894803399220109,0.02059104386717081,0.044356116093695164
24,0.00996835296973586,0.02025473304092884,0.04448815528303385
25,0.009799663908779621,0.02224700152873993,0.045460447669029236
26,0.010423774365335703,0.021124819293618202,0.046376666985452175
27,0.010270686354488134,0.02137754764407873,0.04275284428149462
28,0.0100619459990412,0.02111787348985672,0.04312317445874214
29,0.01026090420782566,0.02052911277860403,0.04353194497525692
30,0.009953539352864027,0.020680931396782398,0.04629006143659353
31,0.010469812201336026,0.021756663918495178,0.04639813583344221
32,0.009391596773639321,0.020361077040433884,0.04461941495537758
33,0.010344607988372445,0.022296112030744553,0.04599002283066511
34,0.010361400665715337,0.020825132727622986,0.04464407917112112
35,0.009614693932235241,0.021966835483908653,0.044642431661486626
36,0.009641926502808928,0.020265044644474983,0.04357175808399916
37,0.00977861974388361,0.020932821556925774,0.04290412366390228
38,0.0095355452504009,0.019983548671007156,0.04689754545688629
39,0.010075983125716448,0.02205741684883833,0.04597671702504158
40,0.009582459228113294,0.020848256535828114,0.0477779870852828
41,0.010081005282700062,0.021378889679908752,0.04502824693918228
42,0.009455595863983035,0.021738610230386257,0.048209285363554955
43,0.010104772169142962,0.021138381212949753,0.04457728844136
44,0.010377748170867562,0.021388253197073936,0.04602749180048704
45,0.009562951512634754,0.02176739275455475,0.047068916261196136
46,0.010972529649734497,0.022096247412264347,0.046687000431120396
47,0.009648441802710295,0.022623233497142792,0.04725754354149103
48,0.01007193117402494,0.02180730365216732,0.048538840375840664
49,0.01019031903706491,0.022315366193652153,0.04667089879512787
50,0.0103253242559731,0.021223217248916626,0.049573286436498165
51,0.010541223455220461,0.021927076391875744,0.046689070761203766
52,0.010336912935599685,0.021807324141263962,0.0468379957601428
53,0.010946027236059308,0.022760304622352123,0.05018032994121313
54,0.010190207278355956,0.0214223749935627,0.05143285542726517
55,0.010085869580507278,0.02283440437167883,0.05067763477563858
56,0.010287022683769464,0.02114864904433489,0.04927425365895033
57,0.010989523958414793,0.02267579548060894,0.047086856327950954
58,0.010223993100225925,0.021707862615585327,0.04963151831179857
59,0.01122992136515677,0.02308505680412054,0.04856589622795582
60,0.010373488301411271,0.021586967632174492,0.05014691222459078
