iteration,L2O_q25,L2O_q50,L2O_q75
1,1.0,1.0,1.0
2,0.6760091334581375,0.7357304990291595,0.7814428061246872
3,0.4527357369661331,0.5375870764255524,0.6063059270381927
4,0.3105495646595955,0.3936143070459366,0.4696396216750145
5,0.22275667265057564,0.2990826666355133,0.3665514588356018
6,0.15659191086888313,0.22478893399238586,0.2954089716076851
7,0.11647121421992779,0.16490381211042404,0.2305433377623558
8,0.0823864545673132,0.12201438844203949,0.17247583717107773
9,0.05871832463890314,0.09053473174571991,0.12811410799622536
10,0.04292010888457298,0.06615950539708138,0.09818712435662746
11,0.03155121859163046,0.049198782071471214,0.07521587423980236
12,0.02286552544683218,0.03630560636520386,0.05636307783424854
13,0.016837920993566513,0.0276006693020463,0.04297160264104605
14,0.012358885258436203,0.020664522424340248,0.03323539346456528
15,0.009782715700566769,0.01604572031646967,0.026299295015633106
16,0.007706778356805444,0.013126530684530735,0.02089382568374276
17,0.00623702525626868,0.01078067859634757,0.01755473017692566
18,0.005328426952473819,0.008759558200836182,0.014020906528458
19,0.004373122355900705,0.007375175599008799,0.011808663373813033
20,0.003696675878018141,0.006282591726630926,0.01067822566255927
21,0.0033611086546443403,0.005693164654076099,0.009762357221916318
22,0.0029215652612037957,0.005193048156797886,0.00899450108408928
23,0.0026637776754796505,0.004832734819501638,0.00848451629281044
24,0.002536735264584422,0.0045245629735291,0.008198402123525739
25,0.002511222439352423,0.00437102816067636,0.007799100363627076
26,0.002474176522810012,0.004219408379867673,0.007654514396563172
27,0.002298786654137075,0.004096037242561579,0.007041756412945688
28,0.0022203964763320982,0.004010639153420925,0.00679816072806716
29,0.002231285034213215,0.003912796615622938,0.006805505254305899
30,0.0020808023982681334,0.003869585692882538,0.007347713457420468
31,0.0021227992256172,0.0037815646501258016,0.0067065771436318755
32,0.0020341264316812158,0.003697108128108084,0.006705399136990309
33,0.0019772372907027602,0.00361018069088459,0.0070977790746837854
34,0.0020357813336886466,0.0036770084407180548,0.006756485323421657
35,0.002066402870696038,0.0038638499099761248,0.00696074403822422
36,0.0019624464912340045,0.0035627459874376655,0.006776423193514347
37,0.0019255306397099048,0.003732243087142706,0.006500996765680611
38,0.0021112908725626767,0.0036427003797143698,0.006558976601809263
39,0.0019179562223143876,0.0035786613589152694,0.0067854797234758735
40,0.0019640297978185117,0.003509469679556787,0.006535011692903936
41,0.0019760634750127792,0.0034901577746495605,0.006545285461470485
42,0.001903596508782357,0.0035012225853279233,0.00632937578484416
43,0.0019089578709099442,0.0034438022412359715,0.006355955032631755
44,0.0018699037900660187,0.0034989796113222837,0.0063437497010454535
45,0.0018762952531687915,0.00338464870583266,0.006374561577104032
46,0.0019088035041932017,0.0035660447319969535,0.006535651395097375
47,0.0019869862589985132,0.0035079618683084846,0.00643053138628602
48,0.0019367066561244428,0.0035243682796135545,0.00655174336861819
49,0.0019851704710163176,0.0035753247793763876,0.006455957191064954
50,0.002002062159590423,0.0035529574379324913,0.006476903799921274
51,0.0019113500893581659,0.0034467073855921626,0.006414878997020423
52,0.0019677612581290305,0.003465690999291837,0.006503557087853551
53,0.0020035759662277997,0.003483430715277791,0.006434177630580962
54,0.0019559018255677074,0.0036509084748104215,0.0062198786763474345
55,0.0019491571874823421,0.0034205273259431124,0.006272518774494529
56,0.0019724020967260003,0.003373453742824495,0.006143840029835701
57,0.00194590660976246,0.0033590279053896666,0.006337564787827432
58,0.0019042901403736323,0.003495349083095789,0.006292676203884184
59,0.001865850470494479,0.003495355253107846,0.006090181414037943
60,0.001859053794760257,0.003447139519266784,0.00649169972166419
61,0.0019370621885173023,0.0035546646686270833,0.006450309534557164
62,0.0018691931036300957,0.0035352050326764584,0.0063488048035651445
63,0.0019519838388077915,0.0034540819469839334,0.006294267135672271
64,0.0018437926191836596,0.0033942009322345257,0.006415916956029832
65,0.0018728685972746462,0.003438294166699052,0.006341230473481119
66,0.00196138076717034,0.003535547759383917,0.00633450667373836
67,0.0019015490252058953,0.003386082360520959,0.006171485874801874
68,0.0018780872342176735,0.0033690710552036762,0.006470724125392735
69,0.0019391929381527007,0.003525314503349364,0.006598573992960155
70,0.0019107863772660494,0.003440949833020568,0.006267536315135658
71,0.001954779028892517,0.0035702686291188,0.006512150750495493
72,0.0018682708032429218,0.0034665779676288366,0.006216047797352076
73,0.001847850129706785,0.0033663288922980428,0.006491985055617988
74,0.0018282300152350217,0.0033698934130370617,0.006468995474278927
75,0.001875400572316721,0.0034353698138147593,0.005927143036387861
76,0.0018830233020707965,0.003365778364241123,0.006452240399084985
77,0.0019198939262423664,0.0034974418813362718,0.006289990618824959
78,0.0019052534189540893,0.003446497139520943,0.006148829241283238
79,0.0018910379731096327,0.003462428809143603,0.0064736687345430255
